"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Sant Pau de Segúries","Girona","14.7 (14:20)","-5.6 (07:20)","4.5","14 (03:20)","9 (03:30)","0","0","0","0","0"
"Planoles","Girona","15.3 (15:00)","0.8 (07:40)","8.1","24 (12:50)","15 (13:10)","0","0","0","0","0"
"Ripoll","Girona","15.4 (14:50)","-5.8 (08:30)","4.8","","","0","0","0","0","0"
"Tona","Barcelona","15.0 (14:40)","-3.5 (08:30)","5.8","15 (16:10)","8 (15:00)","0","0","0","0","0"
"Sant Julià  de Vilatorta","Barcelona","16.0 (15:40)","-4.5 (08:30)","5.8","8 (16:30)","4 (14:30)","0","0","0","0","0"
"Les Planes d'Hostoles","Girona","16.3 (15:20)","-4.9 (08:30)","5.7","11 (14:50)","5 (13:20)","0","0","0","0","0"
"Sant Hilari","Girona","15.1 (12:50)","-0.7 (08:10)","7.2","18 (00:30)","10 (13:50)","0","0","0","0","0"
"Girona Aeropuerto","Girona","16.8 (14:40)","-3.5 (08:10)","6.6","21 (14:50)","14 (15:10)","0","0","0","0","0"
"Girona","Girona","17.9 (15:30)","-1.3 (08:10)","8.3","12 (14:30)","7 (15:50)","0","0","0","0","0"
"Porqueres","Girona","17.3 (14:50)","-1.8 (08:00)","7.7","18 (15:50)","11 (15:50)","0","0","0","0","0"
"L'Estartit","Girona","13.2 (14:50)","0.6 (08:00)","6.9","19 (12:30)","11 (17:00)","0","0","0","0","0"
"La Vall de Bianya","Girona","17.1 (15:00)","-5.7 (07:50)","5.7","19 (16:30)","12 (16:40)","0","0","0","0","0"
"Castelló d'Empúries","Girona","14.1 (13:40)","-3.1 (07:00)","5.5","19 (15:30)","10 (15:40)","0","0","0","0","0"
"Maçanet de Cabrenys","Girona","17.4 (14:40)","1.0 (06:40)","9.2","16 (15:30)","9 (15:30)","0","0","0","0","0"
"Espolla","Girona","15.4 (14:50)","2.0 (08:00)","8.7","18 (14:00)","10 (14:00)","0","0","0","0","0"
"Figueres","Girona","15.7 (14:20)","1.5 (08:40)","8.6","16 (15:10)","9 (14:50)","0","0","0","0","0"
"Cabo de Creus","Girona","14.3 (13:50)","10.3 (08:00)","12.3","","41 (23:50)","0","0","0","0","0"
"Baztan, Irurita","Navarra","14.2 (15:30)","-5.2 (08:30)","4.5","15 (17:30)","9 (17:30)","0","0","0","0","0"
"Bera","Navarra","13.3 (14:20)","-2.1 (03:10)","5.6","22 (16:40)","12 (16:40)","0","0","0","0","0"
"Irún","Gipuzkoa","12.3 (13:20)","3.4 (09:00)","7.9","15 (13:50)","7 (23:59)","0","0","0","0","0"
"San Sebastián Aeropuerto","Gipuzkoa","12.6 (14:10)","1.0 (08:00)","6.8","18 (09:40)","13 (14:20)","0","0","0","0","0"
"Renteria","Gipuzkoa","13.4 (14:20)","-1.2 (08:50)","6.1","15 (13:20)","7 (13:20)","0","0","0","0","0"
"Segura - Lastala","Gipuzkoa","13.7 (15:50)","-2.8 (08:50)","5.4","14 (17:00)","6 (17:30)","0","0","0","0","0"
"Beasain","Gipuzkoa","13.3 (14:40)","-2.2 (08:00)","5.6","22 (15:40)","12 (15:40)","0","0","0","0","0"
"Ordizia","Gipuzkoa","12.7 (15:20)","-1.6 (07:20)","5.5","23 (18:10)","14 (18:10)","0","0","0","0","0"
"Areso","Navarra","12.2 (15:50)","-0.3 (07:40)","5.9","14 (14:30)","6 (13:20)","0","0","0","0","0"
"Legazpia","Gipuzkoa","10.6 (15:00)","-0.6 (08:50)","5","","","0","0","0","0","0"
"Zumarraga","Gipuzkoa","9.4 (15:40)","-0.6 (05:50)","4.4","17 (17:00)","11 (17:10)","","","","",""
"Azpeitia","Gipuzkoa","12.3 (14:40)","-0.7 (08:20)","5.8","21 (16:40)","6 (15:00)","0","0","0","0","0"
"Zumaia","Gipuzkoa","13.7 (14:00)","2.0 (08:30)","7.8","22 (17:40)","16 (06:20)","0","0","0","0","0"
"Aramaio","Araba/Álava","9.9 (14:10)","0.5 (23:50)","5.2","","","0","0","0","0","0"
"Aretxabaleta","Gipuzkoa","11.8 (14:50)","-2.8 (09:00)","4.5","","","0","0","0","0","0"
"Elgeta","Gipuzkoa","","","","","","","0","0","",""
"Elgoibar","Gipuzkoa","11.4 (14:50)","-1.9 (07:50)","4.7","17 (15:30)","10 (18:20)","0","0","0","0","0"
"Mutriku","Gipuzkoa","10.6 (14:00)","6.3 (08:10)","8.5","14 (14:20)","6 (11:30)","0","0","0","0","0"
"Forua","Bizkaia","12.5 (14:50)","-0.5 (06:10)","6","22 (16:30)","14 (16:30)","0","0","0","0","0"
"Machichaco","Bizkaia","10.9 (12:00)","7.0 (08:20)","8.9","19 (18:10)","12 (14:00)","0","0","0","0","0"
"Punta Galea","Bizkaia","","","","18 (08:50)","12 (05:00)","0","0","0","0","0"
"Amurrio","Araba/Álava","10.9 (15:10)","-3.1 (08:00)","3.9","19 (14:50)","10 (13:30)","0","0","0","0","0"
"Orozko","Bizkaia","13.0 (15:50)","-1.1 (08:30)","5.9","12 (14:40)","6 (17:20)","0","0","0","0","0"
"Abadiño","Bizkaia","8.5 (15:00)","1.2 (08:40)","4.9","","","0","0","0","0","0"
"Amorebieta--Etxano","Bizkaia","12.6 (15:40)","-0.9 (06:00)","5.9","21 (18:30)","10 (15:10)","0","0","0","0","0"
"Balmaseda","Bizkaia","11.8 (14:30)","-2.9 (08:00)","4.5","","","0","0","0","0","0"
"Güeñes","Bizkaia","12.0 (14:40)","-0.6 (09:20)","5.7","12 (15:00)","5 (16:40)","0.2","0.1","0.1","0","0"
"Bilbao Aeropuerto","Bizkaia","12.8 (15:20)","-0.6 (08:40)","6.1","21 (17:00)","16 (17:00)","0","0","0","0","0"
"Sopuerta","Bizkaia","12.7 (14:50)","-0.6 (09:00)","6","17 (15:10)","9 (15:00)","0","0","0","0","0"
"Castro Urdiales","Cantabria","11.6 (13:20)","4.7 (08:50)","8.2","20 (18:30)","10 (04:10)","0","0","0","0","0"
"Ramales de la Victoria","Cantabria","12.7 (15:40)","-1.7 (09:10)","5.5","16 (15:30)","8 (15:30)","0","0","0","0","0"
"Barcena de Cicero, Treto","Cantabria","11.7 (15:00)","0.2 (07:50)","5.9","24 (05:40)","12 (06:00)","0","0","0","0","0"
"Soba, Alto Miera","Cantabria","10.2 (14:50)","0.8 (23:50)","5.5","15 (06:20)","10 (15:10)","0","0","0","0","0"
"Santander Aeropuerto","Cantabria","12.1 (14:30)","-1.7 (06:10)","5.2","24 (17:30)","17 (20:00)","0","0","0","0","0"
"Santander","Cantabria","11.2 (14:00)","6.0 (08:20)","8.6","30 (20:40)","21 (16:00)","0","0","0","0","0"
"Villacarriedo","Cantabria","11.2 (15:10)","-3.3 (09:00)","3.9","19 (15:50)","12 (15:50)","0","0","0","0","0"
"Los Tojos, Bárcena Mayor","Cantabria","11.5 (15:00)","-3.8 (08:50)","3.9","20 (14:00)","12 (14:00)","0","0","0","0","0"
"San Felices de Buelna","Cantabria","13.1 (15:00)","-2.0 (08:40)","5.6","18 (16:10)","10 (15:40)","0","0","0","0","0"
"Torrelavega, Sierrapando","Cantabria","11.0 (14:20)","1.7 (08:00)","6.4","22 (04:30)","18 (04:40)","0","0","0","0","0"
"San Vicente de la Barquera","Cantabria","11.6 (13:00)","2.4 (07:30)","7","23 (17:40)","15 (17:20)","0","0","0","0","0"
"Camaleño, Fuente De","Cantabria","13.2 (14:30)","0.7 (23:59)","6.9","12 (15:40)","5 (11:30)","0","0","0","0","0"
"Cillórigo de Liébana, Tama","Cantabria","12.0 (15:10)","-4.2 (09:10)","3.9","30 (15:40)","16 (16:10)","0","0","0","0","0"
"Tresviso","Cantabria","8.2 (15:20)","0.9 (22:10)","4.5","15 (09:00)","9 (08:40)","0","0","0","0","0"
"Posada de Valdeón, Soto","León","6.6 (15:00)","-3.4 (08:50)","1.6","","","0","0","0","0","0"
"Cabrales","Asturias","9.3 (13:30)","1.6 (09:10)","5.5","28 (18:30)","14 (18:30)","0.2","0","0.2","0","0"
"Llanes","Asturias","13.0 (12:40)","6.0 (09:30)","9.5","34 (21:20)","24 (20:30)","0","0","0","0","0"
"Amieva, Panizales","Asturias","12.6 (14:40)","-0.4 (07:20)","6.1","22 (13:50)","11 (14:50)","0","0","0","0","0"
"Piloña, Bargaéu","Asturias","10.4 (14:30)","2.4 (02:00)","6.4","24 (14:30)","13 (14:20)","0","0","0","0","0"
"Colunga","Asturias","11.4 (12:30)","6.3 (05:40)","8.8","37 (20:00)","23 (19:40)","0","0","0","0","0"
"Gijón, Campus","Asturias","11.5 (14:10)","5.3 (00:00)","8.4","24 (18:00)","12 (14:30)","0","0","0","0","0"
"Cabo Peñas","Asturias","11.0 (02:20)","8.5 (09:20)","9.8","44 (23:00)","30 (20:40)","0","0","0","0","0"
"Asturias Aeropuerto","Asturias","11.0 (13:40)","6.3 (00:10)","8.7","32 (14:20)","19 (14:40)","0","0","0","0","0"
"Pajares-Valgrande","Asturias","9.0 (14:30)","-0.1 (22:50)","4.4","43 (00:40)","28 (00:20)","0","0","0","0","0"
"Lena, Ronzón","Asturias","9.4 (14:50)","-1.4 (03:30)","4","19 (14:10)","10 (13:30)","0","0","0","0","0"
"Aller, Felechosa","Asturias","7.8 (14:10)","-2.3 (08:00)","2.8","13 (00:10)","10 (09:10)","0","0","0","0","0"
"Mieres, Baiña","Asturias","12.9 (16:00)","3.4 (02:00)","8.1","13 (16:20)","6 (16:40)","0","0","0","0","0"
"Oviedo","Asturias","10.6 (15:50)","5.0 (08:50)","7.8","23 (18:50)","12 (19:00)","0","0","0","0","0"
"Tineo, Soutu","Asturias","10.9 (15:20)","3.9 (03:30)","7.4","19 (15:50)","9 (14:40)","0","0","0","0","0"
"Pola de Somiedo","Asturias","10.1 (15:10)","-3.2 (08:40)","3.5","18 (15:00)","8 (14:50)","0","0","0","0","0"
"Salas, Camuño","Asturias","10.8 (16:50)","5.2 (01:50)","8","21 (17:10)","12 (19:30)","0","0","0","0","0"
"Cabo Busto","Asturias","12.2 (12:30)","6.1 (01:30)","9.1","55 (22:10)","28 (22:00)","0","0","0","0","0"
"Cervantes","Lugo","","","","","","","","","",""
"Degaña","Asturias","12.1 (15:10)","1.2 (23:59)","6.7","28 (00:10)","20 (00:10)","0","0","0","0","0"
"Ibias, San Antolin","Asturias","9.9 (15:10)","-0.7 (08:30)","4.6","21 (18:40)","14 (19:00)","0","0","0","0","0"
"Villayón, Oneta","Asturias","10.1 (15:00)","1.5 (09:50)","5.8","37 (23:30)","23 (18:00)","0.2","0","0.2","0","0"
"Castropol","Asturias","13.5 (14:40)","3.0 (08:40)","8.3","35 (16:30)","17 (15:20)","0","0","0","0","0"
"Taramundi, Ouria","Asturias","9.7 (15:50)","3.1 (07:30)","6.4","22 (16:10)","17 (16:10)","0.2","0","0","0.2","0"
"Ribadeo","Lugo","12.2 (14:40)","4.0 (08:00)","8.1","41 (22:30)","23 (21:10)","0","0","0","0","0"
"Mondoñedo","Lugo","11.1 (14:10)","4.8 (00:40)","8","","","0","0","0","0","0"
"Burela","Lugo","11.0 (12:10)","9.2 (06:20)","10.1","","","0","0","0","0","0"
"Estaca de Bares","A Coruña","11.2 (03:30)","9.7 (23:40)","10.4","70 (20:50)","53 (20:50)","0","0","0","0","0"
"Ferrol","A Coruña","16.0 (14:20)","5.7 (07:10)","10.8","36 (16:20)","24 (16:50)","0","0","0","0","0"
"As Pontes","A Coruña","13.7 (14:10)","-0.6 (08:10)","6.5","","","0","0","0","0","0"
"A Coruña","A Coruña","14.7 (15:40)","5.6 (07:10)","10.1","35 (18:10)","22 (18:40)","0","0","0","0","0"
"A Coruña Bens","A Coruña","12.9 (14:40)","5.5 (04:30)","9.2","31 (20:30)","28 (20:40)","0","0","0","0","0"
"A Coruña Aeropuerto","A Coruña","13.7 (16:10)","-0.2 (08:50)","6.7","21 (06:10)","18 (06:10)","0","0","0","0","0"
"Carballo, Depuradora","A Coruña","13.5 (15:40)","-2.3 (09:10)","5.6","","","0","0","0","0","0"
"Cabo Vilán","A Coruña","12.3 (15:20)","6.5 (07:40)","9.4","54 (20:50)","37 (16:40)","0","0","0","0","0"
"Vimianzo","A Coruña","14.0 (14:10)","3.0 (05:30)","8.5","","","0","0","0","0","0"
"Fisterra","A Coruña","15.2 (14:30)","9.8 (09:10)","12.5","53 (21:40)","41 (21:40)","0","0","0","0","0"
"Mazaricos","A Coruña","14.5 (16:10)","1.6 (08:10)","8.1","","","0","0","0","0","0"
"Sobrado","A Coruña","16.9 (15:40)","-2.0 (07:00)","7.4","","","0","0","0","0","0"
"Santiago de Compostela Aeropuerto","A Coruña","15.2 (16:30)","1.9 (05:50)","8.5","18 (12:30)","9 (01:00)","0","0","0","0","0"
"Noia","A Coruña","14.9 (16:20)","4.9 (07:50)","9.9","16 (14:50)","6 (10:40)","0","0","0","0","0"
"Monte Iroite","A Coruña","","","","","","0","0","0","0","0"
"Boiro","A Coruña","17.2 (16:30)","1.6 (08:00)","9.4","","","0","0","0","0","0"
"Monterroso","Lugo","12.1 (16:10)","0.5 (05:30)","6.3","","","0","0","0","0","0"
"Silleda","Pontevedra","16.4 (16:40)","2.1 (09:20)","9.2","25 (23:20)","15 (05:10)","0","0","0","0","0"
"A Estrada","Pontevedra","14.5 (15:50)","0.4 (08:20)","7.5","","","0","0","0","0","0"
"Padrón","A Coruña","15.6 (15:20)","-0.6 (09:10)","7.5","23 (22:40)","16 (15:40)","0","0","0","0","0"
"Santiago de Compostela","A Coruña","16.5 (16:50)","3.5 (08:40)","10","24 (05:50)","12 (20:50)","0","0","0","0","0"
"Rois, Casas do Porto","A Coruña","14.7 (16:30)","3.6 (06:50)","9.1","","","0","0","0","0","0"
"Vilagarcía de Arousa","Pontevedra","17.5 (16:20)","3.7 (09:10)","10.6","16 (00:20)","9 (14:50)","0","0","0","0","0"
"Pontevedra","Pontevedra","17.9 (14:50)","3.9 (07:20)","10.9","19 (02:10)","13 (02:10)","0","0","0","0","0"
"A Lama","Pontevedra","16.3 (14:50)","1.3 (01:00)","8.8","39 (09:00)","24 (08:10)","0","0","0","0","0"
"Vigo Aeropuerto","Pontevedra","16.0 (16:50)","3.6 (09:40)","9.8","24 (09:50)","18 (09:50)","0","0","0","0","0"
"Vigo","Pontevedra","18.2 (15:20)","7.3 (05:30)","12.8","18 (10:00)","9 (10:30)","0","0","0","0","0"
"Lugo Aeropuerto","Lugo","12.5 (14:50)","-0.3 (01:00)","6.1","24 (17:10)","12 (22:30)","0","0","0","0","0"
"Lugo","Lugo","10.6 (16:30)","0.9 (07:40)","5.8","23 (16:50)","10 (23:30)","0","0","0","0","0"
"O Páramo","Lugo","10.0 (17:50)","-1.1 (01:40)","4.4","","","0","0","0","0","0"
"Becerreá","Lugo","11.7 (14:20)","1.7 (00:00)","6.7","34 (01:40)","20 (01:50)","0","0","0","0","0"
"O Saviñao","Lugo","","","","","","","","","",""
"Villablino","León","15.9 (16:00)","-6.2 (08:20)","4.8","20 (16:30)","10 (16:30)","0","0","0","0","0"
"Puerto de Leitariegos","Asturias","10.6 (16:30)","0.1 (00:40)","5.4","27 (14:40)","16 (14:30)","0","0","0","0","0"
"Ponferrada","León","14.8 (17:20)","-2.6 (08:50)","6.1","10 (13:10)","5 (10:50)","0","0","0","0","0"
"Vega de Espinareda","León","16.4 (16:00)","-2.0 (08:50)","7.2","","","0","0","0","0","0"
"O Barco de Valdeorras","Ourense","14.2 (16:10)","-2.2 (08:50)","6","","","0","0","0","0","0"
"A Pobra de Trives","Ourense","11.6 (16:20)","-2.1 (08:50)","4.8","19 (13:30)","12 (09:40)","0","0","0","0","0"
"Chandrexa de Queixa","Ourense","12.5 (15:40)","-2.9 (08:50)","4.8","19 (17:30)","9 (17:20)","0","0","0","0","0"
"Folgoso do Courel","Lugo","14.7 (16:10)","-0.4 (09:00)","7.1","","","0","0","0","0","0"
"Monforte de Lemos","Lugo","14.3 (16:50)","-3.9 (05:50)","5.2","6 (15:50)","3 (17:10)","0","0","0","0","0"
"Ourense","Ourense","16.5 (17:10)","-1.9 (08:50)","7.3","13 (17:40)","6 (18:20)","0","0","0","0","0"
"Beariz","Ourense","17.2 (16:10)","-4.3 (08:30)","6.5","","","0","0","0","0","0"
"O Carballiño","Ourense","17.2 (16:30)","-1.8 (08:10)","7.7","10 (12:30)","4 (12:30)","0","0","0","0","0"
"Ribadavia","Ourense","","","","","","","0","0","0",""
"Allariz","Ourense","15.4 (15:50)","-3.7 (08:40)","5.8","","","0","0","0","0","0"
"A Cañiza","Pontevedra","17.7 (16:00)","3.5 (08:30)","10.6","","","0","0","0","0","0"
"Ponteareas, Canedo","Pontevedra","17.4 (16:40)","-1.4 (07:50)","8","","","0","0","0","0","0"
"O Rosal","Pontevedra","18.4 (16:30)","2.1 (07:40)","10.2","","","0","0","0","0","0"
"Xinzo de Limia","Ourense","15.5 (16:20)","-7.7 (07:50)","3.9","17 (19:00)","11 (19:00)","0","0","0","0","0"
"Muiños","Ourense","","","","","","","","","",""
"Santillana del Mar, Altamira","Cantabria","10.8 (13:10)","1.3 (06:40)","6.1","17 (14:20)","10 (06:50)","0","0","0","0","0"
"Vinuesa, Quintanarejo","Soria","13.4 (15:10)","-4.2 (07:40)","4.6","","","0","0","0","0","0"
"La Póveda de Soria, Barriomartín","Soria","11.4 (15:30)","-3.4 (05:30)","4","24 (23:10)","18 (23:30)","0","0","0","0","0"
"Soria","Soria","15.1 (15:50)","-5.4 (09:00)","4.9","14 (17:20)","8 (19:30)","0","0","0","0","0"
"Lubia","Soria","12.9 (16:10)","-4.5 (08:30)","4.2","21 (16:50)","13 (14:00)","0","0","0","0","0"
"Morón de Almazán","Soria","14.1 (16:10)","-9.0 (07:40)","2.6","23 (15:10)","14 (16:40)","0","0","0","0","0"
"La Riba de Escalote","Soria","11.0 (15:00)","-7.9 (08:40)","1.5","28 (17:10)","23 (17:10)","0","0","0","0","0"
"Ucero","Soria","14.4 (16:00)","-6.5 (08:10)","3.9","","","0","0","0","0","0"
"Burgo de Osma","Soria","13.9 (15:40)","-7.4 (08:40)","3.2","28 (16:40)","20 (16:40)","0","0","0","0","0"
"Liceras","Soria","11.5 (13:40)","-3.4 (06:50)","4","28 (12:50)","20 (12:30)","0","0","0","0","0"
"Coruña del Conde","Burgos","13.3 (15:40)","-1.6 (09:00)","5.9","26 (14:10)","16 (16:20)","0","0","0","0","0"
"Aranda de Duero","Burgos","12.6 (16:10)","-3.7 (08:50)","4.5","33 (13:50)","17 (13:50)","0","0","0","0","0"
"Fresno de Cantespino","Segovia","12.6 (15:50)","-6.6 (08:50)","3","35 (13:50)","19 (14:10)","0","0","0","0","0"
"Aldeanueva de Serrezuela","Segovia","11.1 (14:40)","3.7 (07:50)","7.4","35 (13:50)","23 (13:50)","0","0","0","0","0"
"La Pinilla, estación de esquí","Segovia","6.1 (14:50)","-0.4 (07:00)","2.8","58 (23:20)","37 (00:10)","0","0","0","0","0"
"Peñafiel","Valladolid","14.0 (15:30)","-5.4 (08:50)","4.3","","","0","0","0","0","0"
"Sardón de Duero","Valladolid","17.1 (16:20)","-6.6 (08:00)","5.3","22 (17:00)","11 (16:10)","0","0","0","0","0"
"Pedraza","Segovia","12.5 (16:00)","-0.1 (08:00)","6.2","26 (13:20)","16 (23:50)","0","0","0","0","0"
"Cuéllar","Segovia","17.0 (16:10)","-7.3 (07:20)","4.8","24 (15:50)","22 (19:00)","0","0","0","0","0"
"Cervera de Pisuerga","Palencia","14.9 (14:30)","-2.0 (07:50)","6.4","26 (16:30)","14 (16:00)","0","0","0","0","0"
"Aguilar de Campoo","Palencia","13.1 (15:20)","-7.8 (08:50)","2.7","25 (15:40)","14 (14:00)","0","0","0","0","0"
"Villaeles de Valdavia","Palencia","12.7 (16:00)","-3.5 (09:00)","4.6","30 (20:00)","18 (20:10)","0","0","0","0","0"
"Villadiego","Burgos","13.9 (15:10)","0.1 (05:50)","7","38 (20:40)","30 (19:10)","0","0","0","0","0"
"Pedrosa del Príncipe","Burgos","14.2 (16:00)","-6.1 (08:30)","4","26 (22:10)","15 (21:20)","0","0","0","0","0"
"Ólvega","Soria","14.8 (14:10)","-4.7 (06:50)","5.1","23 (15:20)","15 (00:20)","0","0","0","0","0"
"Palacios de la Sierra","Burgos","13.6 (15:20)","-6.1 (08:30)","3.8","36 (14:40)","17 (14:40)","0","0","0","0","0"
"Monterrubio de la Demanda","Burgos","12.1 (15:20)","-4.4 (07:10)","3.9","32 (14:30)","22 (13:20)","0","0","0","0","0"
"Villamayor de los Montes","Burgos","14.0 (15:10)","-3.5 (08:30)","5.3","28 (18:10)","17 (18:10)","0","0","0","0","0"
"Burgos Aeropuerto","Burgos","12.1 (15:20)","-6.5 (08:40)","2.8","36 (16:00)","29 (16:00)","0","0","0","0","0"
"Velilla del Río Carrión, Camporredondo de Alba","Palencia","10.5 (14:20)","-0.3 (08:30)","5.1","33 (21:20)","26 (21:00)","0","0","0","0","0"
"Carrión de los Condes","Palencia","13.8 (16:10)","-2.3 (06:30)","5.8","26 (19:00)","13 (12:10)","0","0","0","0","0"
"Autilla del Pino","Palencia","12.7 (16:10)","-1.8 (08:20)","5.4","26 (21:50)","21 (22:00)","0","0","0","0","0"
"Palencia","Palencia","14.1 (15:50)","-5.5 (08:40)","4.3","17 (16:00)","9 (16:00)","0","0","0","0","0"
"Valladolid","Valladolid","13.4 (15:50)","-1.3 (08:40)","6","17 (16:50)","6 (16:00)","0","0","0","0","0"
"Muñotello","Ávila","11.4 (15:00)","0.6 (08:10)","6","49 (00:10)","37 (00:10)","0","0","0","0","0"
"Ávila","Ávila","11.5 (15:40)","-0.4 (08:50)","5.5","44 (00:20)","22 (00:10)","0","0","0","0","0"
"Arevalo","Ávila","12.6 (16:00)","-3.7 (08:30)","4.5","17 (16:20)","10 (16:20)","0","0","0","0","0"
"Puerto de Navacerrada","Madrid","6.7 (14:30)","-0.7 (09:20)","3","43 (01:30)","26 (00:20)","0","0","0","0","0"
"Segovia","Segovia","11.7 (16:30)","0.3 (08:50)","6","18 (00:40)","13 (00:40)","0","0","0","0","0"
"San Rafael","Segovia","","","","","","","","","",""
"Miguelañez","Segovia","","","","24 (22:00)","19 (22:00)","0","0","0","0","0"
"La Covatilla, estación de esquí","Salamanca","5.2 (12:50)","-1.2 (22:30)","2","49 (02:00)","33 (02:10)","0","0","0","0","0"
"Olmedo, Depósito de Agua","Valladolid","13.7 (16:40)","-2.7 (08:40)","5.5","20 (22:20)","17 (22:30)","0","0","0","0","0"
"Rueda","Valladolid","13.1 (16:20)","-2.6 (06:30)","5.3","","","0","0","0","0","0"
"Rivilla de Barajas","Ávila","10.7 (16:00)","-1.0 (08:40)","4.8","33 (01:30)","23 (01:20)","0","0","0","0","0"
"Fuente el Sol","Valladolid","13.2 (16:50)","-4.6 (08:20)","4.3","18 (16:30)","12 (16:30)","0","0","0","0","0"
"Morales del Toro","Zamora","15.6 (15:30)","-3.8 (08:30)","5.9","28 (16:10)","22 (22:30)","0","0","0","0","0"
"Fuentesauco","Zamora","11.0 (16:50)","-3.4 (09:00)","3.8","23 (16:50)","16 (17:00)","0","0","0","0","0"
"Coreses","Zamora","13.2 (15:50)","-3.1 (08:30)","5","35 (23:10)","26 (23:20)","0","0","0","0","0"
"Santervás de la Vega, Villapún","Palencia","12.5 (16:10)","0.5 (02:20)","6.5","36 (22:20)","22 (21:00)","0","0","0","0","0"
"Villalón de Campos","Valladolid","13.3 (16:50)","-3.8 (08:20)","4.8","25 (12:40)","12 (23:10)","0","0","0","0","0"
"Medina de Rioseco","Valladolid","13.0 (15:30)","-3.4 (06:30)","4.8","26 (20:30)","16 (21:00)","0","0","0","0","0"
"Villafáfila","Zamora","13.6 (16:10)","-4.2 (08:20)","4.7","28 (14:50)","21 (21:30)","0","0","0","0","0"
"Zamora","Zamora","12.9 (16:20)","-3.1 (08:10)","4.9","24 (16:10)","14 (16:10)","0","0","0","0","0"
"Riaño","León","12.6 (15:20)","-6.8 (08:30)","2.9","35 (17:00)","20 (14:50)","0","0","0","0","0"
"Cubillas de Rueda","León","13.5 (16:00)","-4.5 (07:20)","4.5","30 (14:30)","18 (14:30)","0","0","0","0","0"
