"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Puerto de San Isidro","León","9.6 (16:00)","-4.0 (06:30)","2.8","28 (12:50)","17 (14:20)","0","0","0","0","0"
"León, Virgen del Camino","León","13.8 (15:30)","0.0 (08:20)","6.9","28 (16:20)","16 (16:30)","0","0","0","0","0"
"Valencia de Don Juan","León","12.9 (15:40)","-3.2 (08:20)","4.8","30 (20:20)","26 (21:40)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","14.9 (15:00)","-4.6 (08:30)","5.1","28 (16:10)","15 (15:50)","0","0","0","0","0"
"Quintana del Castillo, Villameca","León","12.5 (14:50)","-1.8 (07:10)","5.4","23 (16:30)","14 (20:40)","0","0","0","0","0"
"Astorga","León","","","","","","","","","",""
"Lagunas de Somoza","León","12.1 (14:40)","-4.0 (23:10)","4.1","20 (17:00)","12 (17:00)","0","0","0","0","0"
"Bustillo del Páramo","León","13.1 (16:10)","-3.1 (23:59)","5","26 (16:10)","17 (20:50)","0","0","0","0","0"
"Benavente","Zamora","13.6 (16:20)","-3.2 (08:30)","5.2","27 (12:10)","12 (10:50)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","13.8 (15:30)","-7.4 (09:00)","3.2","17 (14:00)","6 (14:00)","0","0","0","0","0"
"Villardeciervos","Zamora","13.2 (16:00)","-5.7 (08:50)","3.8","26 (17:00)","14 (12:20)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","12.9 (16:20)","-3.2 (08:20)","4.8","21 (16:30)","14 (16:40)","0","0","0","0","0"
"Pozuelo de Tabara","Zamora","12.2 (16:20)","-2.5 (08:10)","4.8","26 (14:40)","18 (14:10)","0","0","0","0","0"
"Villadepera","Zamora","11.6 (16:00)","0.9 (08:30)","6.3","37 (16:20)","26 (23:00)","0","0","0","0","0"
"Barco de Avila","Ávila","13.9 (15:20)","-0.7 (23:59)","6.6","26 (09:20)","14 (08:30)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","12.2 (14:50)","-3.4 (07:30)","4.4","37 (17:10)","26 (17:00)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","11.8 (14:50)","-2.6 (23:59)","4.6","30 (16:10)","18 (12:00)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","12.5 (15:10)","-2.5 (23:59)","5","33 (16:40)","24 (16:10)","0","0","0","0","0"
"Salamanca","Salamanca","13.5 (15:30)","-0.1 (06:40)","6.7","23 (17:00)","12 (17:00)","0","0","0","0","0"
"Barbadillo","Salamanca","12.2 (15:10)","-3.5 (06:30)","4.3","27 (16:50)","16 (12:20)","0","0","0","0","0"
"Peñausende","Zamora","","","","","15 (05:20)","","0","","","0"
"Fresno de Sayago","Zamora","11.0 (17:00)","-3.0 (09:00)","4","37 (04:40)","26 (03:00)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","14.1 (16:20)","0.0 (08:20)","7.1","28 (16:30)","17 (16:50)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","12.3 (15:40)","-2.8 (04:40)","4.8","28 (10:20)","20 (12:00)","0","0","0","0","0"
"Vitigudino","Salamanca","13.0 (14:00)","-1.2 (08:20)","5.9","28 (12:10)","19 (10:30)","0","0","0","0","0"
"El Maíllo","Salamanca","11.9 (15:30)","1.2 (07:40)","6.5","32 (22:40)","22 (22:40)","0","0","0","0","0"
"Bañobárez","Salamanca","12.7 (15:00)","-2.4 (08:10)","5.1","25 (12:10)","16 (12:50)","0","0","0","0","0"
"Navasfrías","Salamanca","12.1 (16:30)","-3.6 (08:50)","4.3","16 (16:00)","9 (16:10)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","13.0 (16:50)","-2.1 (08:40)","5.5","19 (15:40)","12 (17:10)","0","0","0","0","0"
"Saelices El Chico","Salamanca","14.7 (16:00)","-3.2 (07:50)","5.7","28 (19:30)","18 (19:30)","0","0","0","0","0"
"Alcañices","Zamora","13.2 (15:20)","-0.4 (06:00)","6.4","36 (12:40)","25 (12:40)","0","0","0","0","0"
"A Gudiña","Ourense","14.5 (16:10)","1.9 (07:10)","8.2","","","0","0","0","0","0"
"Verín","Ourense","15.9 (15:40)","-4.6 (08:10)","5.6","","","0","0","0","0","0"
"Molina de Aragón","Guadalajara","12.4 (16:00)","-10.4 (08:40)","1","24 (16:30)","15 (16:30)","0","0","0","0","0"
"Zaorejas","Guadalajara","11.4 (15:50)","-5.5 (08:20)","2.9","21 (16:00)","11 (16:00)","0","0","0","0","0"
"Beteta","Cuenca","","","","","","","","","",""
"Cañizares","Cuenca","16.8 (16:10)","-4.9 (08:20)","5.9","","","0","0","0","0","0"
"Pastrana","Guadalajara","13.2 (15:00)","0.8 (08:20)","7","","","0","0","0","0","0"
"Tarancón","Cuenca","21.2 (16:00)","2.5 (04:20)","11.9","29 (16:30)","15 (16:20)","0","0","0","0","0"
"Ocaña","Toledo","13.4 (15:00)","-0.1 (06:20)","6.6","31 (15:00)","22 (23:50)","0","0","0","0","0"
"Aranjuez","Madrid","15.2 (16:30)","-3.1 (08:10)","6","22 (15:50)","13 (17:00)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","14.0 (16:20)","-1.8 (07:40)","6.1","16 (14:40)","9 (10:10)","0","0","0","0","0"
"Rascafría","Madrid","12.8 (15:10)","-4.9 (07:40)","4","18 (14:30)","9 (14:40)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","13.3 (15:00)","-4.0 (08:40)","4.7","21 (14:50)","9 (15:30)","0","0","0","0","0"
"Somosierra","Madrid","9.8 (16:10)","-0.5 (09:00)","4.7","28 (13:50)","8 (20:00)","0","0","0","0","0"
"San Sebastián de Los Reyes","Madrid","16.2 (16:50)","-0.6 (07:50)","7.8","","","0","0","0","0","0"
"Madrid, El Goloso","Madrid","12.9 (16:30)","-2.3 (05:40)","5.3","17 (11:40)","9 (12:20)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","15.1 (16:20)","-3.0 (08:40)","6.1","21 (21:00)","15 (21:00)","0","0","0","0","0"
"Sigüenza","Guadalajara","13.9 (13:50)","-9.0 (08:40)","2.4","22 (15:40)","10 (16:00)","0","0","0","0","0"
"Mandayona","Guadalajara","14.6 (15:30)","-3.4 (08:30)","5.6","","","0","0","0","0","0"
"Campisábalos","Guadalajara","","","","","","","","0","0","0"
"Guadalajara","Guadalajara","15.7 (17:00)","-2.0 (08:40)","6.8","14 (01:40)","8 (01:50)","0","0","0","0","0"
"Alcala de Henares","Madrid","16.4 (16:30)","-2.4 (05:30)","7","19 (11:00)","13 (11:00)","0","0","0","0","0"
"Arganda del Rey","Madrid","16.0 (17:30)","-1.8 (08:30)","7.1","13 (10:30)","7 (15:50)","0","0","0","0","0"
"Colmenar Viejo","Madrid","11.5 (15:00)","3.2 (07:30)","7.4","39 (14:30)","18 (14:20)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","15.1 (16:00)","-2.8 (05:50)","6.2","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","12.9 (16:10)","3.3 (07:30)","8.1","","","0","0","0","0","0"
"Brihuega","Guadalajara","13.9 (15:30)","-2.6 (04:30)","5.6","","","0","0","0","0","0"
"Tielmes","Madrid","14.0 (16:40)","-1.6 (08:10)","6.2","","","0","0","0","0","0"
"Tembleque","Toledo","13.9 (15:30)","-3.6 (07:40)","5.1","","","0","0","0","0","0"
"Mora","Toledo","13.9 (15:30)","2.5 (06:30)","8.2","24 (16:00)","15 (15:00)","0","0","0","0","0"
"Toledo","Toledo","15.0 (15:30)","0.2 (08:40)","7.6","25 (01:10)","18 (01:50)","0","0","0","0","0"
"Puerto Alto del León","Madrid","7.5 (14:20)","-0.1 (05:40)","3.7","37 (01:10)","24 (01:10)","0","0","0","0","0"
"Alpedrete","Madrid","14.2 (13:50)","-0.5 (08:30)","6.8","23 (15:10)","12 (15:10)","0","0","0","0","0"
"Torrelodones","Madrid","14.2 (15:10)","0.0 (07:40)","7.1","28 (14:20)","13 (13:50)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","27 (15:10)","14 (15:40)","0","0","0","0","0"
"Navahermosa","Toledo","13.3 (16:30)","0.2 (07:10)","6.8","","","0","0","0","0","0"
"Puerto del Pico","Ávila","11.8 (15:50)","-6.8 (23:10)","2.5","21 (13:50)","10 (13:50)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","11.2 (15:50)","0.8 (07:00)","6","","","0","0","0","0","0"
"Cebreros","Ávila","14.4 (12:30)","1.0 (08:30)","7.7","18 (15:30)","12 (17:00)","0","0","0","0","0"
"Robledo de Chavela","Madrid","13.0 (15:10)","0.6 (08:50)","6.8","21 (13:40)","12 (12:40)","0","0","0","0","0"
"Valdemorillo","Madrid","13.1 (16:20)","2.1 (02:50)","7.6","19 (15:20)","11 (21:00)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","14.7 (15:10)","1.9 (08:10)","8.3","22 (15:20)","14 (09:50)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","14.4 (15:40)","6.4 (06:50)","10.4","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","15.8 (16:40)","1.3 (22:20)","8.6","36 (14:10)","19 (14:10)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","11.2 (15:20)","1.8 (07:30)","6.5","29 (21:20)","12 (01:30)","0","0","0","0","0"
"Candeleda","Ávila","17.1 (16:00)","3.1 (08:00)","10.1","28 (15:40)","17 (16:50)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","16.2 (15:40)","4.7 (08:50)","10.5","22 (02:50)","8 (03:00)","","0","0","","0"
"Oropesa","Toledo","15.7 (15:40)","1.8 (23:50)","8.7","","","","","","",""
"Navalmoral de la Mata","Cáceres","16.0 (16:10)","3.0 (09:00)","9.5","32 (14:10)","18 (13:50)","","0","0","","0"
"Garganta la Olla","Cáceres","13.2 (15:30)","5.0 (08:40)","9.1","31 (02:20)","16 (13:00)","0","0","0","0","0"
"Serradilla","Cáceres","13.7 (16:10)","4.9 (08:50)","9.3","41 (13:50)","29 (12:20)","0","0","0","0","0"
"Jaraicejo","Cáceres","13.0 (16:10)","6.5 (08:50)","9.8","56 (07:50)","42 (07:50)","0","0","0","0","0"
"Trujillo","Cáceres","14.5 (14:50)","4.4 (08:50)","9.5","35 (16:00)","20 (16:00)","0","0","0","0","0"
"Cáceres","Cáceres","15.4 (16:20)","4.9 (09:10)","10.1","22 (13:40)","14 (13:40)","0.4","0.4","0","0","0"
"Cañaveral","Cáceres","14.6 (16:10)","7.2 (08:40)","10.9","46 (11:50)","32 (13:00)","0","0","0","0","0"
"Nuñomoral","Cáceres","16.5 (16:20)","-1.1 (08:50)","7.7","14 (14:30)","8 (15:30)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","16.1 (15:00)","2.1 (09:00)","9.1","15 (05:30)","10 (20:40)","0","0","0","0","0"
"Hervás","Cáceres","13.0 (16:20)","3.7 (07:50)","8.4","21 (23:00)","10 (05:10)","0","0","0","0","0"
"Montehermoso","Cáceres","16.1 (16:30)","3.9 (09:20)","10","24 (12:40)","14 (12:40)","0","0","0","0","0"
"Tornavacas","Cáceres","14.5 (15:10)","5.5 (00:40)","10","45 (09:20)","31 (09:40)","0","0","0","0","0"
"Piornal","Cáceres","8.4 (14:20)","1.5 (07:30)","4.9","54 (05:00)","28 (04:40)","0","0","0","0","0"
"Plasencia","Cáceres","16.0 (16:50)","5.9 (09:10)","11","32 (09:50)","14 (09:20)","0","0","0","0","0"
"Coria","Cáceres","15.4 (15:40)","5.2 (09:10)","10.3","40 (14:00)","24 (14:00)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","16.7 (16:00)","1.5 (08:20)","9.1","14 (16:30)","9 (16:50)","0","0","0","0","0"
"Hoyos","Cáceres","","","","","","","0","0","0",""
"Zarza La Mayor","Cáceres","14.6 (15:20)","7.7 (09:00)","11.2","41 (03:40)","23 (03:40)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","15.7 (17:00)","3.8 (08:20)","9.7","25 (01:40)","14 (01:40)","0","0","0","0","0"
"Aliseda","Cáceres","15.6 (15:10)","5.8 (23:59)","10.7","29 (15:20)","14 (05:40)","0","0","0","0","0"
"Brozas","Cáceres","14.1 (15:20)","6.2 (09:20)","10.2","45 (11:50)","31 (01:10)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","14.4 (15:10)","7.1 (08:30)","10.7","30 (14:20)","18 (15:20)","0.4","0.4","0","0","0"
"Ossa de Montiel","Albacete","12.1 (14:10)","1.5 (08:00)","6.8","34 (16:20)","18 (12:30)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","13.3 (15:40)","-2.4 (23:50)","5.5","24 (15:20)","17 (09:00)","0","0","0","0","0"
"Quintanar de la Orden","Toledo","14.9 (15:50)","0.9 (08:50)","7.9","30 (12:50)","12 (12:50)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","13.2 (15:50)","3.0 (07:30)","8.1","32 (13:40)","12 (14:30)","0","0","0","0","0"
"Madridejos","Toledo","12.9 (16:30)","-2.6 (09:00)","5.1","42 (13:10)","24 (15:10)","0","0","0","0","0"
"Abia de Obispalia","Cuenca","13.6 (13:50)","-1.4 (23:00)","6.1","23 (11:50)","14 (12:00)","0","0","0","0","0"
"Villares del Saz","Cuenca","12.5 (14:30)","-1.3 (07:20)","5.6","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","12.9 (15:30)","-1.4 (08:40)","5.7","27 (13:00)","12 (13:30)","0","0","0","0","0"
"San Clemente","Cuenca","12.7 (15:50)","-1.5 (08:20)","5.6","33 (15:40)","21 (15:40)","0","0","0","0","0"
"Villarrobledo","Albacete","13.5 (16:20)","-0.6 (09:00)","6.4","28 (12:40)","17 (12:30)","0","0","0","0","0"
"Osa de la Vega","Cuenca","12.0 (15:40)","-2.1 (07:10)","5","30 (15:20)","17 (14:20)","0","0","0","0","0"
"Belmonte","Cuenca","13.0 (14:40)","1.2 (08:50)","7.1","37 (10:50)","18 (02:20)","0","0","0","0","0"
"Munera","Albacete","10.2 (16:10)","-2.5 (22:30)","3.8","27 (13:50)","13 (13:30)","0","0","0","0","0"
"Tomelloso","Ciudad Real","13.0 (15:00)","-0.5 (07:30)","6.3","39 (14:10)","29 (15:30)","0","0","0","0","0"
"Ciudad Real","Ciudad Real","14.2 (15:40)","1.5 (08:50)","7.8","35 (16:30)","19 (15:50)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","13.5 (14:50)","0.7 (08:50)","7.1","46 (15:50)","28 (05:40)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","15.3 (15:30)","1.3 (08:10)","8.3","31 (17:30)","17 (18:00)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","13.5 (14:50)","-0.3 (07:30)","6.6","22 (13:40)","14 (17:40)","0","0","0","0","0"
"Abenójar","Ciudad Real","14.5 (16:40)","1.8 (07:50)","8.1","38 (10:40)","26 (01:20)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","16.0 (15:30)","2.1 (08:40)","9","12 (15:50)","2 (15:50)","0","0","0","0","0"
"Puerto Rey","Cáceres","15.0 (15:30)","3.3 (08:50)","9.1","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","16.2 (15:50)","3.9 (07:10)","10.1","28 (15:10)","18 (16:20)","0","0","0","0","0"
"Guadalupe","Cáceres","15.2 (15:00)","3.7 (06:30)","9.4","28 (20:20)","13 (15:00)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","14.8 (15:50)","4.0 (09:10)","9.4","23 (17:40)","15 (17:10)","0","0","0","0","0"
"Valsequillo","Córdoba","14.7 (15:20)","2.7 (08:50)","8.7","24 (17:30)","16 (16:00)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","15.0 (15:30)","1.8 (08:40)","8.4","21 (17:30)","13 (00:30)","0","0","0","0","0"
"Almadén","Ciudad Real","14.8 (16:20)","3.9 (09:10)","9.4","27 (03:50)","14 (03:50)","0","0","0","0","0"
"Castuera","Badajoz","14.2 (15:10)","4.5 (07:30)","9.3","31 (15:30)","23 (15:30)","0.2","0.2","0","0","0"
"Cañamero","Cáceres","15.0 (16:10)","6.0 (07:10)","10.5","33 (01:10)","17 (12:00)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","16.2 (15:40)","3.8 (09:00)","10","25 (14:30)","18 (14:30)","0","0","0","0","0"
"Zorita","Cáceres","15.9 (16:00)","7.3 (08:50)","11.6","39 (00:40)","28 (00:40)","0","0","0","0","0"
"Don Benito","Badajoz","16.0 (15:50)","6.8 (09:00)","11.4","22 (03:00)","13 (02:20)","0","0","0","0","0"
"Llerena","Badajoz","14.6 (15:00)","5.1 (08:30)","9.9","30 (16:30)","19 (16:50)","0","0","0","0","0"
"Villafranca de los Barros","Badajoz","15.1 (15:10)","5.4 (23:20)","10.3","24 (17:40)","15 (18:30)","0","0","0","0","0"
"Mérida","Badajoz","16.2 (16:40)","7.2 (21:00)","11.7","30 (05:20)","17 (05:30)","0","0","0","0","0"
"Alcuescar","Cáceres","15.3 (16:50)","7.5 (08:00)","11.4","31 (22:30)","18 (22:40)","0","0","0","0","0"
"Zafra","Badajoz","16.3 (15:50)","5.1 (23:10)","10.7","22 (11:20)","13 (11:20)","0","0","0","0","0"
"Almendralejo","Badajoz","14.9 (17:00)","6.1 (09:10)","10.5","30 (16:10)","17 (16:10)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","16.8 (15:50)","6.7 (23:59)","11.7","30 (12:20)","22 (12:20)","0","0","0","0","0"
"Alburquerque","Badajoz","16.3 (15:40)","9.1 (08:40)","12.7","28 (12:40)","15 (12:40)","0","0","0","0","0"
"Puebla de Obando","Badajoz","15.7 (16:20)","7.5 (09:30)","11.6","30 (21:20)","21 (21:20)","0","0","0","0","0"
"Badajoz","Badajoz","17.3 (16:30)","4.4 (23:59)","10.8","31 (14:10)","15 (14:10)","0","0","0","0","0"
"Olivenza","Badajoz","15.1 (17:00)","6.2 (23:59)","10.7","35 (13:40)","27 (14:10)","0","0","0","0","0"
"Alconchel","Badajoz","16.0 (14:50)","8.8 (03:30)","12.4","31 (16:40)","21 (16:20)","0","0","0","0","0"
"Barcarrota","Badajoz","16.3 (15:10)","6.0 (22:50)","11.1","28 (10:40)","14 (11:00)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","17.4 (15:50)","9.2 (09:00)","13.3","28 (00:10)","17 (16:30)","0","0","0","0","0"
"Monesterio","Badajoz","12.9 (14:50)","4.9 (22:40)","8.9","35 (03:10)","21 (03:40)","0","0","0","0","0"
"Fuente de Cantos","Badajoz","14.9 (15:20)","5.3 (09:00)","10.1","28 (08:50)","23 (08:40)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","16.2 (15:50)","8.3 (08:10)","12.3","38 (10:30)","29 (10:20)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","14.7 (15:10)","5.6 (07:50)","10.1","24 (16:10)","13 (14:10)","0","0","0","0","0"
"Aroche","Huelva","17.9 (14:20)","3.5 (07:40)","10.7","28 (12:20)","16 (14:10)","0","0","0","0","0"
"El Granado","Huelva","20.0 (15:20)","5.5 (09:10)","12.8","","","0","0","0","0","0"
"Ayamonte","Huelva","20.5 (14:30)","10.4 (07:10)","15.4","26 (12:20)","14 (12:10)","0","0","0","0","0"
"Cartaya","Huelva","19.6 (14:40)","8.1 (23:59)","13.9","27 (18:20)","14 (16:50)","0","0","0","0","0"
"Alajar","Huelva","16.2 (14:40)","7.3 (23:50)","11.8","37 (04:30)","18 (14:40)","0","0","0","0","0"
"Valverde del Camino","Huelva","17.1 (13:30)","8.4 (23:59)","12.8","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","17.7 (16:30)","10.5 (07:20)","14.1","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","17.0 (15:10)","8.7 (07:20)","12.8","33 (11:50)","21 (16:00)","0","0","0","0","0"
"El Campillo","Huelva","15.5 (16:10)","8.7 (08:50)","12.1","33 (13:40)","14 (13:20)","0","0","0","0","0"
"Villarrasa","Huelva","18.3 (14:10)","11.0 (23:59)","14.6","40 (11:40)","21 (11:40)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","18.9 (16:00)","9.4 (04:50)","14.1","32 (12:10)","19 (12:20)","0","0","0","0","0"
"Ceuta","Ceuta","16.0 (13:50)","12.9 (04:40)","14.4","49 (02:00)","26 (02:00)","","","","0","0"
"Cazorla","Jaén","11.8 (16:30)","7.1 (02:10)","9.5","","","0","0","0","0","0"
"Baza","Granada","10.4 (17:20)","0.9 (23:59)","5.6","35 (12:00)","21 (12:00)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","6.0 (15:40)","1.6 (23:50)","3.8","","","0","0","0","0","0"
"Dólar","Granada","7.0 (14:40)","3.3 (08:20)","5.1","55 (23:59)","39 (12:00)","0","0","0","0","0"
"Baeza","Jaén","14.4 (14:20)","6.1 (07:20)","10.2","30 (17:20)","13 (15:10)","0","0","0","0","0"
"Torres","Jaén","11.6 (16:10)","4.5 (23:20)","8.1","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","16.5 (14:40)","6.2 (03:40)","11.3","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","15.0 (13:40)","3.7 (07:40)","9.4","17 (19:10)","11 (14:40)","0","0","0","0","0"
"Santa Elena","Jaén","12.8 (16:30)","3.4 (08:10)","8.1","20 (12:20)","10 (06:30)","0","0","0","0","0"
"Jaén","Jaén","14.6 (15:30)","9.3 (06:50)","12","63 (23:10)","39 (22:40)","0","0","0","0","0"
"Linares","Jaén","15.7 (15:10)","6.7 (08:20)","11.2","25 (17:40)","9 (16:20)","0","0","0","0","0"
"Bailén","Jaén","19.0 (14:50)","7.9 (08:40)","13.5","31 (16:00)","16 (15:50)","0","0","0","0","0"
"Andújar","Jaén","18.1 (14:50)","6.9 (23:10)","12.5","43 (15:30)","26 (15:30)","0","0","0","0","0"
"Puertollano","Ciudad Real","14.9 (16:20)","3.9 (08:10)","9.4","28 (18:50)","17 (19:50)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","15.5 (15:20)","1.8 (08:50)","8.6","31 (14:50)","16 (14:30)","0","0","0","0","0"
"Cardeña","Córdoba","15.2 (14:20)","6.3 (08:10)","10.8","","","0","0","0","0","0"
"Montoro","Córdoba","","","","","","","0","0","0",""
"Villanueva de Córdoba","Córdoba","14.0 (15:40)","3.9 (07:00)","9","42 (13:30)","17 (13:40)","0","0","0","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","15.8 (15:10)","6.8 (23:00)","11.3","23 (14:50)","14 (10:10)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","18.1 (16:30)","7.8 (23:59)","13","28 (02:00)","19 (02:00)","0","0","0","0","0"
"Alcalá La Real","Jaén","13.3 (15:20)","7.3 (23:50)","10.3","42 (01:40)","20 (01:40)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","15.1 (16:00)","7.4 (23:40)","11.3","41 (20:00)","22 (19:50)","0","0","0","0","0"
"Doña Mencía","Córdoba","14.3 (17:00)","8.3 (23:30)","11.3","32 (21:00)","18 (05:20)","0","0","0","0","0"
"Córdoba, Prágdena","Córdoba","17.7 (15:50)","7.4 (08:20)","12.6","25 (12:20)","15 (12:20)","0","0","0","0","0"
"Espiel","Córdoba","15.9 (14:40)","3.0 (23:59)","9.4","25 (13:00)","11 (12:50)","0","0","0","0","0"
"Fuente Palmera","Córdoba","17.4 (14:30)","8.3 (23:59)","12.8","35 (11:30)","23 (11:40)","0","0","0","0","0"
"Azuaga","Badajoz","14.7 (14:20)","5.1 (09:30)","9.9","27 (13:20)","14 (13:40)","0","0","0","0","0"
"Granada Base Aérea","Granada","","","","20 (18:20)","15 (18:20)","0","0","0","0","0"
"Víznar","Granada","8.4 (13:50)","2.1 (23:20)","5.2","","13 (08:40)","0","0","0","0","0"
"Granada-Cartuja","Granada","15.5 (16:00)","5.7 (08:40)","10.6","19 (19:40)","6 (19:30)","0","0","0","0","0"
"Sierra Nevada 'Radiotelescopio'","Granada","-2.8 (15:40)","-5.7 (11:30)","-4.2","78 (01:00)","66 (01:00)","","","","",""
"Granada Aeropuerto","Granada","14.2 (14:20)","2.7 (23:50)","8.4","21 (19:00)","13 (19:00)","0","0","0","0","0"
"Loja","Granada","15.5 (16:10)","7.2 (23:50)","11.3","36 (12:00)","18 (01:40)","","","","",""
"Benamejí","Córdoba","15.4 (17:20)","8.7 (22:40)","12","21 (13:30)","14 (13:30)","0","0","0","0","0"
"La Roda de Andalucía","Sevilla","15.7 (16:10)","6.0 (08:50)","10.8","27 (15:40)","15 (17:10)","0","0","0","0","0"
"Lora de Estepa","Sevilla","14.3 (16:00)","8.9 (09:10)","11.6","","","0","0","0","0","0"
"Aguilar de la Frontera","Córdoba","15.8 (17:10)","6.3 (23:30)","11.1","23 (01:40)","17 (01:40)","0","0","0","0","0"
"La Rambla","Córdoba","17.6 (17:20)","4.9 (23:40)","11.3","25 (11:00)","16 (00:40)","0","0","0","0","0"
"Écija","Sevilla","18.1 (16:20)","8.2 (23:59)","13.2","19 (19:40)","12 (19:40)","0","0","0","0","0"
"La Puebla de los Infantes","Sevilla","16.8 (17:00)","3.6 (23:59)","10.2","23 (12:10)","15 (12:50)","0","0","0","0","0"
"Fuentes de Andalucía","Sevilla","17.1 (17:00)","9.2 (06:30)","13.2","20 (15:40)","12 (05:10)","0","0","0","0","0"
"Carmona","Sevilla","16.8 (16:30)","7.5 (23:59)","12.1","29 (10:40)","21 (10:40)","0","0","0","0","0"
"Cazalla de la Sierra","Sevilla","15.6 (15:20)","3.0 (23:50)","9.3","22 (13:50)","13 (13:50)","0","0","0","0","0"
"Guadalcanal","Sevilla","14.8 (14:20)","5.7 (07:50)","10.3","23 (07:40)","16 (07:20)","0","0","0","0","0"
"Almadén de la Plata","Sevilla","13.9 (15:10)","5.8 (23:59)","9.8","26 (13:20)","13 (12:00)","0","0","0","0","0"
"Cala","Huelva","15.0 (14:10)","4.9 (23:59)","10","30 (13:40)","16 (15:10)","0","0","0","0","0"
"Sevilla Aeropuerto","Sevilla","16.8 (14:00)","7.9 (23:30)","12.3","41 (13:50)","24 (12:50)","0","0","0","0","0"
"Tomares, Zaudín","Sevilla","17.5 (15:50)","9.9 (23:59)","13.7","31 (14:20)","20 (14:20)","0","0","0","0","0"
"Sevilla, Tablada","Sevilla","18.9 (13:50)","10.1 (23:59)","14.5","28 (14:10)","15 (14:40)","0","0","0","0","0"
"Morón de la Frontera","Sevilla","18.6 (14:30)","10.2 (08:30)","14.4","39 (13:10)","27 (13:00)","0","0","0","0","0"
"Carrión de los Céspedes","Sevilla","18.1 (15:30)","9.6 (06:30)","13.9","35 (13:30)","24 (12:50)","0","0","0","0","0"
"Almonte","Huelva","20.0 (16:40)","5.7 (07:00)","12.8","33 (13:30)","18 (12:00)","0","0","0","0","0"
"Moguer, El Arenosillo","Huelva","19.0 (15:40)","7.7 (08:20)","13.3","33 (11:10)","18 (11:50)","0","0","0","0","0"
"Las Cabezas de San Juan","Sevilla","18.3 (12:40)","7.8 (02:10)","13","27 (17:10)","15 (12:00)","0","0","0","0","0"
"Chipiona","Cádiz","19.2 (15:50)","6.1 (08:10)","12.7","29 (18:30)","17 (14:30)","0","0","0","0","0"
"Rota, Base Naval","Cádiz","18.2 (14:10)","7.9 (08:00)","13.1","","","0","0","0","0","0"
