"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Fuente el Sol","Valladolid","15.6 (16:20)","-8.2 (08:40)","3.7","18 (14:50)","12 (17:10)","0","0","0","0","0"
"Morales del Toro","Zamora","18.4 (17:00)","-6.5 (07:40)","5.9","22 (01:10)","15 (20:30)","0","0","0","0","0"
"Fuentesauco","Zamora","12.8 (16:40)","-6.7 (08:40)","3.1","20 (16:30)","15 (16:30)","0","0","0","0","0"
"Coreses","Zamora","14.6 (16:40)","-4.5 (07:30)","5.1","23 (23:50)","19 (23:50)","0","0","0","0","0"
"Santervás de la Vega, Villapún","Palencia","14.7 (15:00)","0.0 (08:40)","7.3","30 (03:40)","24 (03:30)","0","0","0","0","0"
"Villalón de Campos","Valladolid","15.8 (16:50)","-6.6 (07:30)","4.6","19 (12:10)","10 (13:30)","0","0","0","0","0"
"Medina de Rioseco","Valladolid","16.2 (16:00)","-6.6 (09:00)","4.8","21 (03:00)","15 (01:10)","0","0","0","0","0"
"Villafáfila","Zamora","15.4 (17:00)","-6.3 (08:50)","4.5","21 (00:40)","15 (23:59)","0","0","0","0","0"
"Zamora","Zamora","13.3 (16:20)","-5.2 (08:50)","4.1","17 (16:50)","9 (16:00)","0","0","0","0","0"
"Riaño","León","15.6 (16:40)","-6.4 (08:30)","4.6","27 (16:20)","17 (16:20)","0","0","0","0","0"
"Cubillas de Rueda","León","16.3 (15:30)","-4.2 (05:50)","6","29 (01:40)","23 (01:10)","0","0","0","0","0"
"Puerto de San Isidro","León","13.9 (15:00)","-1.3 (08:40)","6.3","33 (05:00)","20 (05:00)","0","0","0","0","0"
"León, Virgen del Camino","León","15.5 (15:30)","0.2 (00:10)","7.9","17 (02:50)","14 (22:00)","0","0","0","0","0"
"Valencia de Don Juan","León","14.9 (15:50)","-3.1 (03:30)","5.9","21 (13:00)","13 (12:40)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","16.6 (14:00)","-3.9 (06:10)","6.4","23 (15:30)","15 (15:40)","0","0","0","0","0"
"Quintana del Castillo, Villameca","León","14.8 (16:00)","-2.1 (06:00)","6.4","19 (20:50)","15 (21:10)","0","0","0","0","0"
"Astorga","León","16.9 (15:30)","-3.7 (07:30)","6.6","15 (00:30)","11 (22:10)","0","0","0","0","0"
"Lagunas de Somoza","León","14.7 (15:10)","-3.2 (08:50)","5.7","20 (06:10)","15 (06:30)","0","0","0","0","0"
"Bustillo del Páramo","León","14.5 (16:20)","-3.6 (08:00)","5.5","20 (06:10)","14 (06:00)","0","0","0","0","0"
"Benavente","Zamora","14.7 (17:20)","-4.8 (07:40)","4.9","21 (00:20)","8 (00:20)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","16.0 (15:30)","-10.0 (08:30)","3","12 (13:20)","5 (13:20)","0","0","0","0","0"
"Villardeciervos","Zamora","14.9 (15:50)","-7.8 (08:20)","3.5","22 (13:00)","11 (14:20)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","14.8 (16:20)","-5.8 (08:50)","4.5","20 (13:00)","13 (13:00)","0","0","0","0","0"
"Pozuelo de Tabara","Zamora","13.3 (16:50)","-4.4 (08:50)","4.5","19 (12:10)","17 (23:20)","0","0","0","0","0"
"Villadepera","Zamora","12.6 (16:30)","0.0 (07:00)","6.3","33 (00:10)","22 (08:20)","0","0","0","0","0"
"Barco de Avila","Ávila","17.7 (15:40)","-6.0 (07:20)","5.9","32 (14:30)","19 (14:30)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","15.9 (15:20)","-8.4 (08:40)","3.8","34 (18:30)","24 (15:50)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","16.7 (14:40)","-6.7 (07:00)","5","31 (16:50)","16 (17:00)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","14.2 (14:50)","-7.0 (07:00)","3.6","35 (15:20)","28 (15:00)","0","0","0","0","0"
"Salamanca","Salamanca","16.4 (16:10)","-3.7 (08:40)","6.3","26 (15:00)","13 (14:50)","0","0","0","0","0"
"Barbadillo","Salamanca","14.9 (15:30)","-7.4 (05:10)","3.7","31 (15:40)","22 (15:00)","0","0","0","0","0"
"Peñausende","Zamora","12.5 (16:00)","-1.4 (07:20)","5.6","","15 (10:10)","0","0","0","0","0"
"Fresno de Sayago","Zamora","11.5 (16:20)","-5.4 (04:00)","3","35 (06:40)","29 (07:10)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","15.8 (16:30)","-1.4 (06:20)","7.2","26 (16:00)","16 (15:50)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","15.4 (16:20)","-4.5 (07:30)","5.4","25 (19:00)","18 (16:50)","0","0","0","0","0"
"Vitigudino","Salamanca","16.2 (15:40)","-3.6 (07:30)","6.3","25 (11:30)","18 (00:20)","0","0","0","0","0"
"El Maíllo","Salamanca","13.7 (16:30)","0.1 (00:40)","6.9","25 (09:00)","21 (08:50)","0","0","0","0","0"
"Bañobárez","Salamanca","14.0 (17:30)","-6.0 (09:00)","4","27 (04:40)","18 (04:40)","0","0","0","0","0"
"Navasfrías","Salamanca","13.9 (16:00)","-7.2 (07:40)","3.3","27 (13:30)","14 (13:30)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","12.6 (17:20)","-6.2 (08:30)","3.2","17 (03:20)","13 (21:30)","0","0","0","0","0"
"Saelices El Chico","Salamanca","15.6 (16:40)","-7.4 (08:00)","4.1","17 (16:50)","11 (19:40)","0","0","0","0","0"
"Alcañices","Zamora","15.0 (15:50)","-0.7 (08:10)","7.2","31 (15:00)","24 (12:00)","0","0","0","0","0"
"A Gudiña","Ourense","16.4 (16:00)","2.1 (08:50)","9.2","","","0","0","0","0","0"
"Verín","Ourense","16.9 (16:00)","-7.1 (08:20)","4.9","","","0","0","0","0","0"
"Molina de Aragón","Guadalajara","16.2 (14:50)","-11.5 (08:20)","2.4","22 (15:30)","9 (14:20)","0","0","0","0","0"
"Zaorejas","Guadalajara","15.0 (16:40)","-4.9 (08:50)","5","19 (15:30)","9 (14:30)","0","0","0","0","0"
"Beteta","Cuenca","","","","","","","","","",""
"Cañizares","Cuenca","20.6 (15:20)","-6.5 (06:50)","7.1","","","0","0","0","0","0"
"Pastrana","Guadalajara","17.0 (15:50)","-1.1 (08:30)","7.9","","","0","0","0","0","0"
"Tarancón","Cuenca","25.5 (16:00)","0.7 (06:50)","13.1","26 (16:40)","13 (16:00)","0","0","0","0","0"
"Ocaña","Toledo","15.8 (17:10)","-2.4 (08:40)","6.7","22 (16:50)","14 (01:20)","0","0","0","0","0"
"Aranjuez","Madrid","18.3 (17:20)","-6.3 (06:00)","6","17 (16:10)","11 (23:50)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","17.3 (15:10)","-2.6 (07:00)","7.3","15 (14:20)","9 (10:30)","0","0","0","0","0"
"Rascafría","Madrid","16.2 (15:00)","-6.4 (09:00)","4.9","21 (14:10)","8 (14:20)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","16.8 (15:10)","-6.0 (07:40)","5.4","15 (14:40)","8 (18:50)","0","0","0","0","0"
"Somosierra","Madrid","12.4 (15:20)","1.2 (06:10)","6.8","29 (12:30)","8 (12:50)","0","0","0","0","0"
"San Sebastián de Los Reyes","Madrid","","","","","","","0","0","0",""
"Madrid, El Goloso","Madrid","15.5 (15:10)","-4.3 (07:30)","5.6","15 (12:50)","9 (12:40)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","18.1 (16:10)","-4.4 (08:20)","6.9","15 (13:30)","9 (14:30)","0","0","0","0","0"
"Sigüenza","Guadalajara","17.5 (14:30)","-11.1 (07:40)","3.2","17 (16:20)","8 (00:40)","0","0","0","0","0"
"Mandayona","Guadalajara","17.5 (16:00)","-2.5 (06:30)","7.5","","","0","0","0","0","0"
"Campisábalos","Guadalajara","","","","","","","","0","0","0"
"Guadalajara","Guadalajara","17.6 (16:30)","-2.9 (08:50)","7.4","13 (00:20)","8 (00:20)","0","0","0","0","0"
"Alcala de Henares","Madrid","19.3 (16:20)","-4.6 (07:00)","7.3","22 (10:10)","14 (11:00)","0","0","0","0","0"
"Arganda del Rey","Madrid","18.5 (17:40)","-3.4 (07:30)","7.5","15 (16:30)","8 (10:40)","0","0","0","0","0"
"Colmenar Viejo","Madrid","15.8 (16:50)","2.8 (07:40)","9.3","21 (02:00)","14 (03:10)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","17.9 (16:20)","-5.1 (07:20)","6.4","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","15.5 (16:50)","2.3 (09:10)","8.9","","","0","0","0","0","0"
"Brihuega","Guadalajara","17.4 (15:10)","-3.9 (07:50)","6.7","","","0","0","0","0","0"
"Tielmes","Madrid","16.9 (16:10)","-5.3 (08:30)","5.8","","","0","0","0","0","0"
"Tembleque","Toledo","16.7 (16:10)","-8.9 (09:00)","3.9","","","0","0","0","0","0"
"Mora","Toledo","17.0 (15:40)","-4.0 (08:30)","6.5","28 (15:20)","16 (16:10)","0","0","0","0","0"
"Toledo","Toledo","17.4 (15:50)","-3.1 (08:30)","7.1","30 (16:20)","19 (16:40)","0","0","0","0","0"
"Puerto Alto del León","Madrid","10.3 (14:20)","2.0 (05:30)","6.2","50 (05:40)","22 (13:40)","0","0","0","0","0"
"Alpedrete","Madrid","17.5 (14:30)","-0.1 (07:50)","8.7","21 (14:40)","11 (15:00)","0","0","0","0","0"
"Torrelodones","Madrid","17.1 (16:30)","0.7 (08:00)","8.9","23 (13:50)","15 (13:50)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","36 (11:00)","20 (11:00)","0","0","0","0","0"
"Navahermosa","Toledo","16.2 (16:40)","-2.5 (08:50)","6.9","","","0","0","0","0","0"
"Puerto del Pico","Ávila","14.4 (16:20)","-11.6 (08:40)","1.4","24 (13:10)","15 (17:40)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","13.5 (15:40)","1.2 (09:10)","7.4","","","0","0","0","0","0"
"Cebreros","Ávila","16.5 (13:40)","0.4 (08:00)","8.5","23 (15:50)","12 (15:50)","0","0","0","0","0"
"Robledo de Chavela","Madrid","15.8 (15:30)","-0.5 (06:40)","7.7","24 (14:10)","13 (14:00)","0","0","0","0","0"
"Valdemorillo","Madrid","15.8 (16:00)","1.4 (08:00)","8.6","21 (13:50)","11 (12:10)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","17.7 (15:40)","1.6 (09:10)","9.7","24 (11:40)","15 (11:40)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","16.6 (16:20)","4.9 (01:50)","10.8","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","17.5 (16:40)","-2.5 (08:30)","7.5","31 (16:50)","16 (17:00)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","13.9 (14:10)","4.0 (08:40)","8.9","35 (11:10)","12 (19:40)","0","0","0","0","0"
"Candeleda","Ávila","20.3 (17:00)","0.1 (08:30)","10.2","18 (17:30)","9 (17:30)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","17.5 (16:30)","5.0 (06:40)","11.3","17 (00:10)","8 (01:50)","0","0","0","0","0"
"Oropesa","Toledo","17.4 (16:00)","-3.7 (08:20)","6.8","","","","","","",""
"Navalmoral de la Mata","Cáceres","17.2 (15:50)","-0.7 (07:50)","8.3","40 (16:10)","22 (13:20)","0","0","0","0","0"
"Garganta la Olla","Cáceres","15.0 (15:40)","5.4 (08:30)","10.2","25 (12:20)","15 (12:20)","0","0","0","0","0"
"Serradilla","Cáceres","15.0 (16:00)","3.6 (08:30)","9.3","48 (15:00)","28 (15:30)","0","0","0","0","0"
"Jaraicejo","Cáceres","14.8 (15:20)","6.4 (02:00)","10.6","46 (10:40)","34 (08:50)","0","0","0","0","0"
"Trujillo","Cáceres","16.6 (14:20)","5.0 (08:40)","10.8","23 (03:30)","17 (05:40)","0","0","0","0","0"
"Cáceres","Cáceres","16.9 (15:10)","2.6 (09:00)","9.7","27 (13:50)","18 (12:20)","0","0","0","0","0"
"Cañaveral","Cáceres","16.0 (15:40)","6.6 (08:40)","11.3","50 (11:50)","34 (11:40)","0","0","0","0","0"
"Nuñomoral","Cáceres","18.5 (15:50)","-5.9 (08:00)","6.3","13 (17:30)","9 (17:20)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","18.1 (16:20)","-1.8 (08:20)","8.2","22 (09:40)","15 (09:40)","0","0","0","0","0"
"Hervás","Cáceres","14.8 (16:50)","2.5 (08:50)","8.7","22 (23:10)","12 (10:10)","0","0","0","0","0"
"Montehermoso","Cáceres","16.9 (15:00)","-1.9 (08:00)","7.5","37 (14:00)","25 (13:20)","0","0","0","0","0"
"Tornavacas","Cáceres","16.9 (16:20)","4.5 (04:40)","10.7","36 (01:50)","23 (07:20)","0","0","0","0","0"
"Piornal","Cáceres","9.7 (15:20)","3.3 (08:40)","6.5","44 (14:20)","21 (14:20)","0","0","0","0","0"
"Plasencia","Cáceres","16.8 (16:40)","4.6 (08:50)","10.7","40 (13:50)","17 (11:30)","0","0","0","0","0"
"Coria","Cáceres","17.4 (15:50)","2.4 (08:40)","9.9","52 (14:30)","32 (14:30)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","18.2 (16:20)","-1.0 (08:10)","8.6","23 (14:30)","10 (11:20)","0","0","0","0","0"
"Hoyos","Cáceres","","","","","","","","","",""
"Zarza La Mayor","Cáceres","16.8 (15:30)","5.3 (08:30)","11","33 (04:00)","20 (15:10)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","17.4 (15:50)","-0.2 (05:50)","8.6","33 (14:40)","20 (14:20)","0","0","0","0","0"
"Aliseda","Cáceres","17.4 (16:00)","-1.4 (08:50)","8","26 (16:40)","13 (16:30)","0","0","0","0","0"
"Brozas","Cáceres","16.1 (15:50)","3.1 (08:00)","9.6","38 (03:00)","27 (00:20)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","15.8 (16:20)","6.3 (23:59)","11.1","33 (07:10)","21 (12:40)","0","0","0","0","0"
"Ossa de Montiel","Albacete","15.9 (15:00)","-3.1 (06:20)","6.4","33 (17:20)","16 (15:40)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","15.7 (17:00)","-3.5 (02:40)","6.1","24 (10:10)","17 (10:10)","0","0","0","0","0"
"Quintanar de la Orden","Toledo","18.1 (15:40)","-1.3 (05:30)","8.4","26 (16:20)","11 (15:50)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","15.8 (15:50)","-3.1 (09:10)","6.4","28 (16:40)","11 (16:40)","0","0","0","0","0"
"Madridejos","Toledo","15.5 (16:10)","-6.8 (07:30)","4.3","41 (16:10)","25 (16:30)","0","0","0","0","0"
"Abia de Obispalia","Cuenca","17.3 (14:00)","-3.1 (04:00)","7.1","21 (13:10)","12 (13:10)","0","0","0","0","0"
"Villares del Saz","Cuenca","15.9 (14:20)","-4.6 (07:50)","5.6","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","16.7 (16:00)","-1.5 (04:00)","7.6","24 (16:10)","13 (13:50)","0","0","0","0","0"
"San Clemente","Cuenca","15.8 (15:30)","-4.2 (07:10)","5.8","27 (14:30)","16 (15:50)","0","0","0","0","0"
"Villarrobledo","Albacete","16.3 (15:50)","-4.9 (07:30)","5.7","27 (12:30)","16 (12:50)","0","0","0","0","0"
"Osa de la Vega","Cuenca","15.5 (15:30)","-4.0 (05:00)","5.8","29 (14:00)","16 (15:10)","0","0","0","0","0"
"Belmonte","Cuenca","16.5 (14:50)","1.0 (07:40)","8.8","28 (15:20)","16 (15:50)","0","0","0","0","0"
"Munera","Albacete","14.3 (16:00)","-7.5 (07:50)","3.4","26 (12:20)","11 (14:00)","0","0","0","0","0"
"Tomelloso","Ciudad Real","16.7 (15:20)","-5.1 (07:20)","5.8","35 (16:20)","26 (16:30)","0","0","0","0","0"
"Ciudad Real","Ciudad Real","15.3 (16:20)","-1.5 (07:20)","6.9","28 (11:10)","14 (11:10)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","16.4 (14:50)","0.5 (06:00)","8.4","35 (01:40)","23 (01:30)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","16.7 (16:20)","-1.8 (08:40)","7.5","30 (00:20)","18 (23:20)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","16.6 (17:20)","-1.5 (07:40)","7.6","19 (04:00)","15 (04:10)","0","0","0","0","0"
"Abenójar","Ciudad Real","15.5 (16:40)","0.3 (07:40)","7.9","45 (09:30)","31 (09:10)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","17.3 (15:10)","-0.1 (08:40)","8.6","13 (15:00)","1 (00:20)","0","0","0","0","0"
"Puerto Rey","Cáceres","17.0 (15:30)","2.6 (08:50)","9.8","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","17.9 (15:50)","0.0 (08:10)","8.9","22 (01:10)","12 (13:00)","0","0","0","0","0"
"Guadalupe","Cáceres","16.6 (15:40)","3.8 (05:20)","10.2","21 (14:30)","11 (12:40)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","16.0 (16:30)","0.1 (06:10)","8.1","24 (16:10)","16 (14:30)","0","0","0","0","0"
"Valsequillo","Córdoba","17.3 (16:10)","0.8 (23:59)","9","26 (14:30)","18 (14:10)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","17.4 (15:40)","-0.2 (08:40)","8.6","23 (15:10)","14 (15:40)","0","0","0","0","0"
"Almadén","Ciudad Real","18.0 (15:50)","2.7 (07:10)","10.4","22 (00:10)","13 (00:20)","0","0","0","0","0"
"Castuera","Badajoz","16.5 (16:10)","2.3 (09:00)","9.4","27 (17:10)","22 (17:00)","0","0","0","0","0"
"Cañamero","Cáceres","16.0 (16:40)","6.1 (08:10)","11","34 (12:00)","16 (12:00)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","18.1 (16:00)","2.1 (07:10)","10.1","22 (15:00)","15 (16:30)","0","0","0","0","0"
"Zorita","Cáceres","17.0 (16:20)","7.6 (08:50)","12.3","37 (12:40)","28 (12:20)","0","0","0","0","0"
"Don Benito","Badajoz","18.2 (16:20)","4.0 (07:20)","11.1","28 (13:40)","14 (15:20)","0","0","0","0","0"
"Llerena","Badajoz","16.1 (15:30)","4.2 (03:00)","10.2","36 (15:30)","24 (16:50)","0","0","0","0","0"
"Villafranca de los Barros","Badajoz","18.4 (15:40)","1.8 (03:10)","10.1","33 (16:10)","21 (16:40)","0","0","0","0","0"
"Mérida","Badajoz","17.7 (16:20)","4.8 (07:30)","11.3","34 (10:20)","22 (10:50)","0","0","0","0","0"
"Alcuescar","Cáceres","16.5 (16:40)","5.3 (09:00)","10.9","49 (01:50)","24 (13:00)","0","0","0","0","0"
"Zafra","Badajoz","18.4 (15:20)","2.4 (03:10)","10.4","31 (16:10)","18 (16:10)","0","0","0","0","0"
"Almendralejo","Badajoz","17.6 (15:50)","2.7 (08:50)","10.2","28 (13:20)","20 (14:00)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","18.3 (16:10)","0.9 (09:00)","9.6","38 (12:10)","26 (12:30)","0","0","0","0","0"
"Alburquerque","Badajoz","18.6 (16:00)","1.8 (08:50)","10.2","27 (00:20)","14 (14:40)","0","0","0","0","0"
"Puebla de Obando","Badajoz","17.1 (16:10)","5.3 (08:40)","11.2","34 (10:30)","26 (10:30)","0","0","0","0","0"
"Badajoz","Badajoz","18.4 (16:20)","1.5 (07:50)","9.9","32 (14:00)","15 (13:50)","0","0","0","0","0"
"Olivenza","Badajoz","16.6 (15:30)","1.8 (09:00)","9.2","39 (13:40)","30 (13:20)","0","0","0","0","0"
"Alconchel","Badajoz","17.4 (16:20)","3.6 (07:10)","10.5","29 (13:30)","21 (14:10)","0","0","0","0","0"
"Barcarrota","Badajoz","18.0 (13:50)","3.3 (09:00)","10.6","33 (15:00)","21 (15:00)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","19.3 (15:30)","6.1 (08:50)","12.7","30 (17:00)","18 (03:50)","0","0","0","0","0"
"Monesterio","Badajoz","14.6 (15:30)","6.2 (04:00)","10.4","40 (14:20)","25 (14:30)","0","0","0","0","0"
"Fuente de Cantos","Badajoz","17.0 (15:10)","3.2 (03:20)","10.1","37 (14:20)","27 (07:20)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","17.9 (16:30)","5.5 (03:00)","11.7","52 (16:00)","38 (16:20)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","16.9 (15:00)","4.1 (02:30)","10.5","43 (12:10)","23 (12:30)","0","0","0","0","0"
"Aroche","Huelva","19.8 (15:00)","1.6 (02:00)","10.7","37 (11:50)","21 (11:50)","0","0","0","0","0"
"El Granado","Huelva","21.0 (15:10)","2.9 (09:00)","12","","","0","0","0","0","0"
"Ayamonte","Huelva","20.6 (16:20)","8.5 (02:40)","14.6","26 (13:40)","13 (13:50)","0","0","0","0","0"
"Cartaya","Huelva","19.9 (14:50)","6.4 (01:00)","13.1","29 (16:10)","16 (16:10)","0","0","0","0","0"
"Alajar","Huelva","16.8 (14:50)","9.3 (00:20)","13","41 (21:50)","19 (14:00)","0","0","0","0","0"
"Valverde del Camino","Huelva","18.6 (14:50)","10.1 (01:40)","14.4","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","19.2 (15:00)","10.5 (04:00)","14.9","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","18.7 (15:10)","9.3 (04:30)","14","31 (12:10)","21 (12:10)","0","0","0","0","0"
"El Campillo","Huelva","17.2 (16:30)","9.6 (00:50)","13.4","36 (13:20)","16 (13:30)","0","0","0","0","0"
"Villarrasa","Huelva","19.7 (15:40)","11.5 (08:40)","15.6","40 (08:20)","21 (07:00)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","20.1 (17:10)","8.5 (04:00)","14.3","32 (15:30)","21 (15:30)","0","0","0","0","0"
"Ceuta","Ceuta","16.4 (13:10)","13.9 (02:10)","15.1","44 (08:30)","27 (07:40)","0","0","0","0","0"
"Cazorla","Jaén","17.8 (15:30)","4.6 (08:10)","11.2","","","0","0","0","0","0"
"Baza","Granada","17.0 (14:40)","-4.7 (08:40)","6.2","37 (16:50)","23 (13:00)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","11.5 (14:50)","0.2 (04:20)","5.9","","","0","0","0","0","0"
"Dólar","Granada","11.4 (15:10)","2.7 (03:50)","7","52 (10:40)","38 (10:40)","0","0","0","0","0"
"Baeza","Jaén","18.2 (15:20)","5.9 (08:40)","12.1","32 (21:50)","14 (15:50)","0","0","0","0","0"
"Torres","Jaén","16.4 (16:30)","3.2 (08:40)","9.8","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","20.2 (15:00)","2.6 (08:40)","11.4","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","20.7 (16:30)","1.5 (07:20)","11.1","22 (17:30)","8 (20:30)","0","0","0","0","0"
"Santa Elena","Jaén","15.5 (15:50)","3.6 (09:20)","9.5","22 (02:10)","9 (01:30)","0","0","0","0","0"
"Jaén","Jaén","18.0 (14:40)","10.0 (04:30)","14","63 (07:10)","36 (07:20)","0","0","0","0","0"
"Linares","Jaén","18.2 (16:30)","6.4 (08:00)","12.3","20 (20:40)","10 (20:40)","0","0","0","0","0"
"Bailén","Jaén","21.5 (16:10)","6.0 (08:40)","13.8","30 (11:40)","14 (04:50)","0","0","0","0","0"
"Andújar","Jaén","20.4 (15:50)","0.7 (09:00)","10.5","32 (13:20)","17 (13:10)","0","0","0","0","0"
"Puertollano","Ciudad Real","16.2 (16:50)","-2.0 (08:50)","7.1","22 (17:30)","14 (17:30)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","17.9 (15:10)","-0.7 (07:20)","8.6","27 (16:40)","13 (11:10)","0","0","0","0","0"
"Cardeña","Córdoba","17.3 (15:20)","4.2 (04:20)","10.7","","","0","0","0","0","0"
"Montoro","Córdoba","20.8 (17:00)","2.1 (08:30)","11.4","32 (11:50)","18 (11:50)","0","0","0","0","0"
"Villanueva de Córdoba","Córdoba","16.5 (14:50)","5.0 (07:10)","10.8","35 (10:10)","15 (10:10)","0","0","0","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","17.5 (15:50)","4.7 (08:50)","11.1","24 (11:30)","16 (11:30)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","20.2 (15:50)","4.5 (23:59)","12.4","37 (12:30)","27 (12:30)","0","0","0","0","0"
"Alcalá La Real","Jaén","17.2 (16:10)","5.0 (05:00)","11.1","35 (20:10)","18 (20:00)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","19.6 (14:30)","4.1 (08:00)","11.9","30 (14:40)","21 (14:40)","0","0","0","0","0"
"Doña Mencía","Córdoba","19.6 (14:40)","9.5 (03:50)","14.6","34 (02:50)","23 (06:30)","0","0","0","0","0"
"Córdoba, Prágdena","Córdoba","19.6 (16:30)","4.1 (08:30)","11.9","28 (11:40)","20 (12:00)","0","0","0","0","0"
"Espiel","Córdoba","18.4 (16:40)","-1.0 (08:20)","8.7","21 (15:50)","10 (15:50)","0","0","0","0","0"
"Fuente Palmera","Córdoba","19.8 (16:10)","6.0 (04:30)","12.9","39 (12:30)","23 (11:50)","0","0","0","0","0"
"Azuaga","Badajoz","17.6 (16:30)","2.3 (09:00)","10","24 (13:10)","13 (13:10)","0","0","0","0","0"
"Granada Base Aérea","Granada","","","","28 (17:30)","18 (17:30)","0","0","0","0","0"
"Víznar","Granada","13.8 (16:20)","2.8 (05:10)","8.3","","14 (05:40)","0","0","0","0","0"
"Granada-Cartuja","Granada","19.2 (16:30)","2.5 (08:20)","10.9","12 (03:00)","6 (01:00)","0","0","0","0","0"
"Sierra Nevada 'Radiotelescopio'","Granada","-0.1 (13:30)","-3.9 (00:10)","-2","66 (01:10)","59 (00:20)","","","","",""
"Granada Aeropuerto","Granada","18.9 (16:50)","0.1 (08:50)","9.5","24 (18:50)","16 (19:00)","0","0","0","0","0"
"Loja","Granada","17.9 (15:50)","5.1 (09:40)","11.5","30 (05:00)","14 (04:50)","","","","",""
"Benamejí","Córdoba","19.4 (15:50)","7.9 (05:40)","13.6","33 (18:00)","24 (17:40)","0","0","0","0","0"
"La Roda de Andalucía","Sevilla","19.4 (15:20)","1.4 (06:50)","10.4","34 (16:10)","19 (12:40)","0","0","0","0","0"
"Lora de Estepa","Sevilla","18.3 (15:30)","6.9 (05:20)","12.6","","","0","0","0","0","0"
"Aguilar de la Frontera","Córdoba","19.9 (15:30)","4.4 (04:00)","12.1","22 (14:50)","16 (23:50)","0","0","0","0","0"
"La Rambla","Córdoba","20.5 (15:40)","3.4 (01:50)","12","24 (11:20)","16 (10:00)","0","0","0","0","0"
"Écija","Sevilla","21.9 (16:40)","4.5 (08:10)","13.2","27 (13:30)","20 (13:30)","0","0","0","0","0"
"La Puebla de los Infantes","Sevilla","19.1 (15:40)","-0.1 (04:20)","9.5","26 (13:40)","18 (16:30)","0","0","0","0","0"
"Fuentes de Andalucía","Sevilla","20.1 (16:00)","5.6 (08:50)","12.9","36 (16:10)","22 (16:10)","0","0","0","0","0"
"Carmona","Sevilla","20.4 (15:50)","5.3 (08:10)","12.8","42 (12:10)","28 (12:10)","0","0","0","0","0"
"Cazalla de la Sierra","Sevilla","16.9 (15:30)","2.1 (02:20)","9.5","33 (15:50)","18 (15:10)","0","0","0","0","0"
