"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"León, Virgen del Camino","León","15.2 (16:20)","-1.5 (09:20)","6.8","32 (15:10)","24 (15:10)","0","0","0","0","0"
"Valencia de Don Juan","León","14.1 (15:30)","-5.2 (07:20)","4.5","46 (15:20)","34 (02:30)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","16.6 (15:00)","-6.1 (09:00)","5.3","19 (03:30)","13 (03:00)","0","0","0","0","0"
"Quintana del Castillo, Villameca","León","14.0 (16:30)","-2.9 (08:30)","5.5","29 (13:20)","17 (15:50)","0","0","0","0","0"
"Astorga","León","16.4 (16:40)","-4.8 (07:50)","5.8","","","","","0","0","0"
"Lagunas de Somoza","León","13.1 (16:30)","-3.5 (04:20)","4.8","28 (13:30)","17 (12:10)","0","0","0","0","0"
"Bustillo del Páramo","León","14.4 (15:20)","-5.4 (08:50)","4.5","35 (15:20)","26 (15:50)","0","0","0","0","0"
"Benavente","Zamora","14.4 (15:30)","-2.2 (08:30)","6.1","39 (14:40)","20 (14:40)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","13.6 (14:50)","-8.8 (07:50)","2.4","27 (13:20)","10 (14:20)","0","0","0","0","0"
"Villardeciervos","Zamora","13.8 (16:20)","-7.7 (09:00)","3.1","38 (12:50)","20 (16:40)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","14.2 (16:20)","-0.1 (05:20)","7","33 (15:30)","22 (16:50)","0","0","0","0","0"
"Pozuelo de Tabara","Zamora","13.5 (16:50)","-3.0 (08:30)","5.3","33 (15:40)","22 (15:50)","0","0","0","0","0"
"Villadepera","Zamora","12.3 (16:20)","0.9 (08:10)","6.6","43 (03:30)","27 (23:50)","0","0","0","0","0"
"Barco de Avila","Ávila","15.4 (14:50)","-3.3 (05:30)","6","32 (15:30)","18 (15:20)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","13.4 (17:00)","-6.6 (08:40)","3.4","40 (18:00)","27 (17:40)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","13.1 (13:30)","-7.4 (08:10)","2.9","35 (13:50)","19 (12:50)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","14.1 (16:00)","-6.5 (08:40)","3.8","33 (16:40)","26 (16:50)","0","0","0","0","0"
"Salamanca","Salamanca","15.1 (16:20)","-3.0 (08:00)","6.1","27 (14:00)","15 (14:40)","0","0","0","0","0"
"Barbadillo","Salamanca","13.3 (16:20)","-7.5 (07:40)","2.9","35 (16:50)","20 (15:30)","0","0","0","0","0"
"Peñausende","Zamora","11.5 (15:00)","-2.8 (07:40)","4.4","","14 (08:00)","0","0","0","0","0"
"Fresno de Sayago","Zamora","11.3 (16:40)","-5.2 (08:50)","3.1","43 (10:40)","27 (10:30)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","14.6 (16:50)","-1.8 (08:20)","6.4","32 (15:50)","22 (15:40)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","13.3 (16:20)","-2.6 (08:20)","5.4","35 (14:20)","26 (14:20)","0","0","0","0","0"
"Vitigudino","Salamanca","14.5 (15:40)","-2.5 (07:50)","6","37 (17:40)","26 (17:40)","0","0","0","0","0"
"El Maíllo","Salamanca","13.5 (16:30)","1.5 (23:59)","7.5","31 (15:30)","20 (15:30)","0","0","0","0","0"
"Bañobárez","Salamanca","13.4 (16:30)","-2.8 (04:50)","5.3","36 (14:50)","23 (14:50)","0","0","0","0","0"
"Navasfrías","Salamanca","11.9 (16:50)","-7.2 (08:50)","2.3","15 (13:50)","8 (14:20)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","13.5 (17:20)","-5.1 (07:30)","4.2","20 (20:50)","13 (20:50)","0","0","0","0","0"
"Saelices El Chico","Salamanca","14.9 (16:20)","-5.3 (08:40)","4.8","28 (18:50)","20 (18:50)","0","0","0","0","0"
"Alcañices","Zamora","13.9 (16:20)","-0.3 (06:20)","6.8","40 (12:00)","31 (11:30)","0","0","0","0","0"
"A Gudiña","Ourense","14.0 (15:00)","2.7 (02:50)","8.4","","","0","0","0","0","0"
"Verín","Ourense","16.9 (15:50)","-6.2 (08:20)","5.3","","","0","0","0","0","0"
"Molina de Aragón","Guadalajara","13.7 (14:30)","-11.1 (08:30)","1.3","24 (17:10)","10 (16:20)","0","0","0","0","0"
"Zaorejas","Guadalajara","13.5 (16:00)","-6.0 (08:00)","3.8","20 (15:10)","10 (18:30)","0","0","0","0","0"
"Beteta","Cuenca","","","","","","","","","",""
"Cañizares","Cuenca","18.9 (16:00)","-6.7 (08:20)","6.1","","","0","0","0","0","0"
"Pastrana","Guadalajara","15.2 (16:20)","-1.1 (08:10)","7","","","0","0","0","0","0"
"Tarancón","Cuenca","20.0 (15:10)","1.8 (09:00)","10.9","21 (01:00)","13 (01:00)","0","0","0","0","0"
"Ocaña","Toledo","13.9 (16:20)","-1.9 (08:20)","6","24 (00:10)","18 (00:10)","0","0","0","0","0"
"Aranjuez","Madrid","16.8 (16:10)","-3.8 (03:40)","6.5","16 (16:10)","10 (10:40)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","15.6 (15:10)","-3.1 (08:50)","6.3","18 (13:30)","9 (10:10)","0","0","0","0","0"
"Rascafría","Madrid","14.1 (16:20)","-6.7 (08:30)","3.7","17 (16:10)","7 (14:00)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","14.9 (15:00)","-5.6 (08:40)","4.6","17 (15:10)","9 (18:40)","0","0","0","0","0"
"Somosierra","Madrid","11.6 (15:00)","-0.8 (04:50)","5.4","24 (14:30)","7 (14:50)","0","0","0","0","0"
"San Sebastián de Los Reyes","Madrid","18.5 (17:00)","-1.5 (08:10)","8.5","","","0","0","0","0","0"
"Madrid, El Goloso","Madrid","14.3 (14:50)","-2.8 (05:40)","5.8","16 (12:00)","9 (12:10)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","17.0 (17:00)","-3.9 (09:00)","6.5","17 (14:20)","9 (21:00)","0","0","0","0","0"
"Sigüenza","Guadalajara","15.2 (15:00)","-10.3 (08:30)","2.4","25 (17:00)","12 (16:30)","0","0","0","0","0"
"Mandayona","Guadalajara","16.0 (16:30)","-3.0 (08:30)","6.5","","","0","0","0","0","0"
"Campisábalos","Guadalajara","","","","","","","","0","0","0"
"Guadalajara","Guadalajara","16.5 (16:20)","-2.3 (08:00)","7.1","16 (19:40)","8 (19:40)","0","0","0","0","0"
"Alcala de Henares","Madrid","17.5 (17:00)","-3.2 (05:30)","7.1","23 (10:10)","15 (11:00)","0","0","0","0","0"
"Arganda del Rey","Madrid","","","","","","0","0","0","0","0"
"Colmenar Viejo","Madrid","13.4 (15:50)","2.9 (08:10)","8.1","40 (14:20)","14 (02:40)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","16.9 (16:30)","-4.2 (06:30)","6.3","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","14.2 (15:50)","3.6 (09:10)","8.9","","","0","0","0","0","0"
"Brihuega","Guadalajara","15.7 (16:00)","-2.1 (08:30)","6.8","","","0","0","0","0","0"
"Tielmes","Madrid","15.3 (16:10)","-3.8 (08:40)","5.8","","","0","0","0","0","0"
"Tembleque","Toledo","14.9 (16:00)","-4.9 (09:00)","5","","","0","0","0","0","0"
"Mora","Toledo","14.9 (16:10)","0.3 (08:00)","7.6","30 (15:30)","16 (15:10)","0","0","0","0","0"
"Toledo","Toledo","15.3 (16:40)","-1.1 (08:20)","7.1","26 (15:20)","16 (15:20)","0","0","0","0","0"
"Puerto Alto del León","Madrid","8.4 (14:30)","0.0 (05:50)","4.2","37 (15:50)","22 (15:50)","0","0","0","0","0"
"Alpedrete","Madrid","15.3 (15:50)","-0.8 (07:10)","7.3","22 (14:30)","12 (08:30)","0","0","0","0","0"
"Torrelodones","Madrid","15.7 (15:30)","2.9 (20:30)","9.3","28 (14:10)","14 (14:40)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","36 (12:10)","18 (11:50)","0","0","0","0","0"
"Navahermosa","Toledo","14.0 (16:10)","-1.4 (06:40)","6.3","","","0","0","0","0","0"
"Puerto del Pico","Ávila","11.9 (16:20)","-10.2 (08:40)","0.8","32 (13:20)","19 (14:00)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","12.1 (15:40)","-0.2 (08:30)","6","","","0","0","0","0","0"
"Cebreros","Ávila","15.4 (13:50)","-0.8 (07:40)","7.3","19 (16:40)","11 (16:30)","0","0","0","0","0"
"Robledo de Chavela","Madrid","14.5 (15:40)","1.6 (23:10)","8.1","23 (14:50)","13 (15:00)","0","0","0","0","0"
"Valdemorillo","Madrid","14.5 (16:20)","1.2 (07:10)","7.9","21 (12:40)","11 (12:40)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","16.1 (16:10)","1.2 (07:00)","8.7","24 (11:30)","15 (06:00)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","15.1 (15:40)","5.6 (09:10)","10.4","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","16.0 (16:30)","-1.5 (09:10)","7.3","36 (14:30)","21 (14:20)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","10.8 (16:00)","4.7 (07:00)","7.8","31 (15:20)","10 (21:30)","0","0","0","0","0"
"Candeleda","Ávila","17.9 (16:20)","0.4 (08:20)","9.1","37 (15:20)","24 (15:20)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","17.2 (15:20)","3.4 (08:30)","10.3","26 (16:20)","12 (11:50)","0","0","0","0","0"
"Oropesa","Toledo","16.3 (16:10)","-2.8 (05:00)","6.7","","","","","","",""
"Navalmoral de la Mata","Cáceres","16.5 (16:00)","0.4 (06:50)","8.5","42 (13:10)","22 (13:30)","0","0","0","0","0"
"Garganta la Olla","Cáceres","14.2 (15:50)","5.5 (08:20)","9.8","32 (15:50)","21 (16:30)","0","0","0","0","0"
"Serradilla","Cáceres","14.0 (15:50)","3.3 (07:40)","8.6","46 (14:20)","27 (14:10)","0","0","0","0","0"
"Jaraicejo","Cáceres","13.0 (16:10)","4.7 (06:40)","8.8","50 (13:00)","36 (13:10)","0","0","0","0","0"
"Trujillo","Cáceres","14.7 (15:30)","3.5 (07:30)","9.1","30 (16:10)","17 (14:20)","0","0","0","0","0"
"Cáceres","Cáceres","15.3 (16:10)","2.4 (05:30)","8.9","31 (12:30)","20 (12:40)","0","0","0","0","0"
"Cañaveral","Cáceres","14.9 (15:30)","5.9 (08:50)","10.4","59 (11:10)","35 (12:40)","0","0","0","0","0"
"Nuñomoral","Cáceres","17.4 (16:10)","-4.7 (09:00)","6.3","13 (17:50)","7 (17:20)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","16.8 (16:20)","-0.7 (07:50)","8","25 (02:10)","15 (02:10)","0","0","0","0","0"
"Hervás","Cáceres","13.8 (15:20)","1.1 (08:50)","7.5","22 (23:50)","15 (03:00)","0","0","0","0","0"
"Montehermoso","Cáceres","17.1 (16:20)","-0.4 (09:00)","8.4","24 (17:20)","14 (17:20)","0","0","0","0","0"
"Tornavacas","Cáceres","14.7 (15:40)","4.8 (01:50)","9.8","46 (10:30)","30 (07:10)","0","0","0","0","0"
"Piornal","Cáceres","8.8 (15:20)","1.2 (08:10)","5","51 (11:00)","30 (09:30)","0","0","0","0","0"
"Plasencia","Cáceres","16.4 (16:30)","3.8 (06:00)","10.1","32 (13:00)","13 (13:10)","0","0","0","0","0"
"Coria","Cáceres","16.4 (16:40)","2.6 (03:40)","9.5","41 (14:30)","25 (13:30)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","17.5 (16:00)","-0.6 (06:30)","8.4","19 (11:10)","9 (11:00)","0","0","0","0","0"
"Hoyos","Cáceres","","","","","","","","","",""
"Zarza La Mayor","Cáceres","15.4 (16:20)","4.7 (07:20)","10","46 (10:00)","26 (10:00)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","16.3 (17:10)","0.4 (09:20)","8.3","19 (18:00)","13 (00:50)","0","0","0","0","0"
"Aliseda","Cáceres","15.8 (15:10)","1.0 (06:40)","8.4","30 (13:50)","17 (13:40)","0","0","0","0","0"
"Brozas","Cáceres","14.1 (14:30)","3.5 (06:00)","8.8","42 (14:40)","30 (08:10)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","14.7 (15:40)","5.3 (08:50)","10","31 (13:00)","21 (17:30)","0","0","0","0","0"
"Ossa de Montiel","Albacete","13.1 (14:40)","1.7 (23:59)","7.4","35 (16:10)","18 (16:10)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","","","","","","","0","0","","0"
"Quintanar de la Orden","Toledo","16.2 (15:20)","0.5 (06:00)","8.4","25 (15:30)","11 (04:50)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","13.9 (15:30)","0.2 (08:30)","7","30 (14:40)","12 (14:40)","0","0","0","0","0"
"Madridejos","Toledo","13.6 (16:30)","-4.1 (08:20)","4.8","52 (14:50)","27 (15:50)","0","0","0","0","0"
"Abia de Obispalia","Cuenca","15.1 (14:20)","-4.4 (06:40)","5.4","32 (15:40)","19 (15:40)","0","0","0","0","0"
"Villares del Saz","Cuenca","14.3 (14:30)","-3.5 (07:50)","5.4","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","14.3 (15:40)","-1.5 (08:30)","6.4","27 (13:10)","13 (14:10)","0","0","0","0","0"
"San Clemente","Cuenca","13.9 (15:40)","-1.8 (04:50)","6","33 (16:00)","21 (16:00)","0","0","0","0","0"
"Villarrobledo","Albacete","14.3 (16:20)","-3.6 (08:30)","5.4","30 (11:40)","16 (11:20)","0","0","0","0","0"
"Osa de la Vega","Cuenca","13.4 (15:40)","-2.4 (08:50)","5.5","31 (14:10)","19 (13:30)","0","0","0","0","0"
"Belmonte","Cuenca","14.1 (15:20)","0.9 (06:30)","7.5","32 (11:30)","21 (12:00)","0","0","0","0","0"
"Munera","Albacete","11.7 (15:20)","-4.4 (23:59)","3.6","32 (15:20)","12 (12:20)","0","0","0","0","0"
"Tomelloso","Ciudad Real","13.7 (15:00)","-2.7 (08:40)","5.5","40 (14:40)","28 (13:20)","0","0","0","0","0"
"Ciudad Real","Ciudad Real","14.4 (16:10)","0.6 (05:30)","7.5","42 (17:50)","22 (17:10)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","14.3 (15:10)","1.2 (08:20)","7.8","42 (01:40)","31 (22:10)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","15.7 (15:10)","1.2 (09:10)","8.4","35 (23:40)","16 (19:40)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","14.9 (16:40)","-1.6 (08:40)","6.6","22 (20:10)","17 (20:10)","0","0","0","0","0"
"Abenójar","Ciudad Real","14.4 (16:40)","0.8 (07:50)","7.6","36 (09:10)","25 (05:20)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","16.0 (16:00)","1.7 (08:50)","8.9","23 (15:50)","4 (15:50)","0","0","0","0","0"
"Puerto Rey","Cáceres","15.6 (15:40)","4.1 (08:20)","9.9","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","16.7 (16:30)","1.9 (08:20)","9.3","31 (16:40)","19 (16:40)","0","0","0","0","0"
"Guadalupe","Cáceres","15.1 (15:50)","4.1 (08:20)","9.6","26 (12:30)","13 (12:00)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","14.4 (16:20)","-0.5 (08:30)","6.9","28 (14:00)","19 (15:30)","0","0","0","0","0"
"Valsequillo","Córdoba","14.4 (16:00)","0.2 (08:00)","7.3","29 (13:20)","20 (13:20)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","14.7 (15:50)","0.5 (07:50)","7.6","23 (17:10)","15 (16:50)","0","0","0","0","0"
"Almadén","Ciudad Real","16.5 (16:50)","2.8 (08:20)","9.6","26 (12:40)","13 (13:10)","0","0","0","0","0"
"Castuera","Badajoz","14.3 (16:40)","4.0 (07:50)","9.2","27 (13:10)","21 (16:10)","0","0","0","0","0"
"Cañamero","Cáceres","15.1 (16:20)","6.7 (08:50)","10.9","33 (12:40)","18 (10:50)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","17.2 (16:40)","3.7 (07:20)","10.5","28 (12:00)","20 (12:10)","0","0","0","0","0"
"Zorita","Cáceres","16.1 (16:30)","7.6 (09:00)","11.9","43 (11:30)","32 (12:40)","0","0","0","0","0"
"Don Benito","Badajoz","17.3 (16:50)","4.3 (07:10)","10.8","29 (13:30)","15 (12:50)","0","0","0","0","0"
"Llerena","Badajoz","15.2 (15:50)","3.1 (07:30)","9.1","32 (14:50)","22 (15:50)","0","0","0","0","0"
"Villafranca de los Barros","Badajoz","16.0 (14:50)","0.1 (08:10)","8.1","30 (16:40)","19 (17:20)","0","0","0","0","0"
"Mérida","Badajoz","16.7 (16:20)","4.9 (08:30)","10.8","33 (12:00)","21 (12:20)","0","0","0","0","0"
"Alcuescar","Cáceres","15.4 (14:50)","8.7 (09:20)","12","39 (00:50)","23 (00:50)","0","0","0","0","0"
"Zafra","Badajoz","17.1 (15:00)","1.8 (08:40)","9.5","29 (16:10)","17 (12:10)","0","0","0","0","0"
"Almendralejo","Badajoz","15.5 (15:50)","3.7 (08:40)","9.6","32 (14:00)","22 (17:00)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","17.2 (16:20)","2.8 (09:10)","10","35 (11:50)","27 (11:50)","0","0","0","0","0"
"Alburquerque","Badajoz","17.0 (16:00)","5.6 (09:00)","11.3","30 (11:20)","17 (11:30)","0","0","0","0","0"
"Puebla de Obando","Badajoz","16.0 (15:30)","5.8 (07:00)","10.9","34 (12:20)","24 (11:50)","0","0","0","0","0"
"Badajoz","Badajoz","17.5 (16:20)","1.4 (08:40)","9.4","30 (13:40)","13 (13:30)","0","0","0","0","0"
"Olivenza","Badajoz","16.1 (15:40)","1.6 (08:10)","8.9","37 (13:30)","26 (16:50)","0","0","0","0","0"
"Alconchel","Badajoz","17.0 (16:40)","4.4 (08:40)","10.7","38 (17:00)","24 (13:50)","0","0","0","0","0"
"Barcarrota","Badajoz","16.4 (14:40)","4.2 (09:10)","10.3","32 (17:50)","15 (17:40)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","17.9 (15:40)","7.0 (07:10)","12.4","34 (17:20)","22 (16:10)","0","0","0","0","0"
"Monesterio","Badajoz","14.6 (15:00)","4.8 (05:50)","9.7","36 (12:00)","26 (12:00)","0","0","0","0","0"
"Fuente de Cantos","Badajoz","15.6 (15:30)","2.9 (06:30)","9.3","36 (16:20)","23 (16:20)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","16.6 (16:10)","4.5 (08:20)","10.6","48 (15:00)","37 (17:00)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","15.9 (15:20)","2.0 (04:40)","8.9","29 (15:10)","19 (14:30)","0","0","0","0","0"
"Aroche","Huelva","18.5 (15:30)","0.6 (07:10)","9.6","37 (13:50)","20 (13:50)","0","0","0","0","0"
"El Granado","Huelva","19.8 (16:50)","3.5 (08:40)","11.6","","","0","0","0","0","0"
"Ayamonte","Huelva","19.5 (16:30)","6.7 (06:00)","13.1","24 (11:00)","12 (11:20)","0","0","0","0","0"
"Cartaya","Huelva","19.4 (16:00)","6.4 (05:10)","12.9","28 (12:00)","14 (11:20)","0","0","0","0","0"
"Alajar","Huelva","16.3 (15:20)","5.9 (02:30)","11.1","40 (11:00)","19 (10:50)","0","0","0","0","0"
"Valverde del Camino","Huelva","17.5 (14:50)","6.1 (02:40)","11.8","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","18.6 (15:40)","9.1 (08:00)","13.9","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","17.6 (16:10)","7.6 (08:30)","12.6","34 (12:40)","18 (13:20)","0","0","0","0","0"
"El Campillo","Huelva","16.7 (15:20)","7.3 (07:10)","12","33 (13:20)","14 (10:20)","0","0","0","0","0"
"Villarrasa","Huelva","19.2 (16:30)","8.4 (04:40)","13.8","40 (12:40)","21 (12:40)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","19.4 (16:20)","6.7 (08:00)","13","32 (11:30)","20 (11:30)","0","0","0","0","0"
"Ceuta","Ceuta","15.7 (15:20)","13.6 (04:00)","14.7","44 (14:40)","26 (11:10)","0","0","0","0","0"
"Cazorla","Jaén","16.0 (15:10)","4.1 (07:50)","10","","","0","0","0","0","0"
"Baza","Granada","15.2 (14:40)","-2.0 (07:40)","6.6","35 (15:10)","21 (15:20)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","8.6 (15:30)","0.2 (05:10)","4.4","","","0","0","0","0","0"
"Dólar","Granada","10.0 (14:30)","1.9 (06:00)","5.9","58 (11:10)","38 (12:10)","0","0","0","0","0"
"Baeza","Jaén","16.0 (15:10)","4.2 (08:30)","10.1","30 (15:20)","14 (11:40)","0","0","0","0","0"
"Torres","Jaén","14.2 (16:00)","2.7 (07:50)","8.4","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","17.9 (17:00)","6.8 (23:59)","12.3","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","18.4 (17:00)","3.3 (07:50)","10.8","21 (20:00)","8 (20:00)","0","0","0","0","0"
"Santa Elena","Jaén","13.9 (16:10)","4.4 (05:30)","9.1","22 (20:10)","9 (05:20)","0","0","0","0","0"
"Jaén","Jaén","16.1 (14:30)","6.7 (07:40)","11.4","64 (00:50)","35 (00:30)","0","0","0","0","0"
"Linares","Jaén","16.7 (16:10)","6.0 (06:10)","11.4","21 (21:30)","9 (21:30)","0","0","0","0","0"
"Bailén","Jaén","19.9 (16:00)","6.7 (07:50)","13.3","28 (16:50)","15 (11:00)","0","0","0","0","0"
"Andújar","Jaén","18.5 (15:20)","4.3 (08:10)","11.4","30 (13:30)","14 (13:30)","0","0","0","0","0"
"Puertollano","Ciudad Real","15.3 (17:40)","0.1 (09:10)","7.7","41 (19:50)","18 (20:00)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","16.2 (15:10)","0.0 (08:40)","8.1","26 (16:00)","13 (15:30)","0","0","0","0","0"
"Cardeña","Córdoba","15.8 (15:50)","3.4 (08:30)","9.6","","","0","0","0","0","0"
"Montoro","Córdoba","18.9 (16:30)","1.3 (06:40)","10.1","35 (12:40)","16 (12:50)","0","0","0","0","0"
"Villanueva de Córdoba","Córdoba","14.9 (15:20)","4.4 (04:30)","9.6","31 (02:10)","13 (04:40)","0","0","0","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","16.1 (15:30)","4.6 (04:00)","10.4","32 (12:20)","17 (12:10)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","18.9 (16:10)","3.1 (04:30)","11","37 (11:40)","24 (11:40)","0","0","0","0","0"
"Alcalá La Real","Jaén","15.5 (16:50)","5.0 (05:10)","10.3","42 (00:10)","19 (00:10)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","17.0 (14:40)","1.7 (09:20)","9.4","32 (13:20)","19 (13:20)","0","0","0","0","0"
"Doña Mencía","Córdoba","18.0 (16:20)","7.2 (08:50)","12.6","48 (23:00)","21 (23:00)","0","0","0","0","0"
"Córdoba, Prágdena","Córdoba","18.4 (16:30)","5.3 (06:00)","11.8","34 (15:10)","20 (21:20)","0","0","0","0","0"
"Espiel","Córdoba","17.3 (15:30)","-0.9 (07:50)","8.2","22 (13:00)","10 (14:40)","0","0","0","0","0"
"Fuente Palmera","Córdoba","18.8 (16:30)","5.2 (06:40)","12","39 (11:20)","26 (11:20)","0","0","0","0","0"
"Azuaga","Badajoz","15.1 (15:10)","3.1 (06:20)","9.1","30 (13:50)","18 (13:40)","0","0","0","0","0"
"Granada Base Aérea","Granada","","","","22 (17:40)","18 (17:40)","0","0","0","0","0"
"Víznar","Granada","11.6 (16:50)","1.7 (01:40)","6.7","","14 (16:00)","0","0","0","0","0"
"Granada-Cartuja","Granada","17.3 (15:50)","2.8 (06:00)","10","17 (15:30)","5 (15:10)","0","0","0","0","0"
"Sierra Nevada 'Radiotelescopio'","Granada","0.7 (14:00)","-4.9 (00:40)","-2.1","68 (23:00)","64 (23:00)","","","","",""
"Granada Aeropuerto","Granada","17.6 (15:50)","0.9 (01:50)","9.3","24 (17:20)","14 (19:50)","0","0","0","0","0"
"Loja","Granada","17.1 (16:10)","4.3 (08:10)","10.7","36 (09:00)","19 (03:40)","","","","",""
"Benamejí","Córdoba","18.2 (16:20)","6.9 (04:40)","12.6","27 (10:00)","18 (17:50)","0","0","0","0","0"
"La Roda de Andalucía","Sevilla","18.4 (16:00)","1.9 (06:30)","10.1","40 (15:40)","23 (15:40)","0","0","0","0","0"
"Lora de Estepa","Sevilla","17.3 (16:20)","7.9 (05:10)","12.6","","","0","0","0","0","0"
"Aguilar de la Frontera","Córdoba","18.7 (15:40)","4.9 (08:20)","11.8","28 (06:20)","20 (06:20)","0","0","0","0","0"
"La Rambla","Córdoba","19.5 (16:00)","3.6 (01:20)","11.5","28 (12:50)","17 (04:40)","0","0","0","0","0"
"Écija","Sevilla","20.4 (16:00)","3.9 (08:50)","12.1","21 (13:00)","15 (21:00)","0","0","0","0","0"
"La Puebla de los Infantes","Sevilla","18.2 (16:10)","-0.2 (07:50)","9","33 (12:50)","20 (13:10)","0","0","0","0","0"
"Fuentes de Andalucía","Sevilla","18.8 (16:40)","4.9 (08:10)","11.8","30 (14:30)","18 (14:30)","0","0","0","0","0"
"Carmona","Sevilla","19.5 (15:40)","4.5 (08:40)","12","37 (11:10)","25 (11:30)","0","0","0","0","0"
"Cazalla de la Sierra","Sevilla","16.3 (14:50)","1.7 (04:10)","9","34 (15:30)","17 (13:40)","0","0","0","0","0"
"Guadalcanal","Sevilla","16.1 (15:10)","5.0 (08:20)","10.6","26 (14:50)","15 (08:20)","0","0","0","0","0"
"Almadén de la Plata","Sevilla","15.8 (14:20)","4.7 (05:30)","10.3","34 (15:00)","17 (14:40)","0","0","0","0","0"
"Cala","Huelva","15.4 (14:30)","2.7 (04:20)","9","35 (14:50)","20 (14:40)","0","0","0","0","0"
"Sevilla Aeropuerto","Sevilla","19.5 (15:20)","7.4 (01:20)","13.5","46 (16:10)","31 (15:50)","0","0","0","0","0"
"Tomares, Zaudín","Sevilla","19.1 (15:40)","7.5 (08:30)","13.3","46 (17:10)","30 (16:20)","0","0","0","0","0"
"Sevilla, Tablada","Sevilla","20.9 (15:50)","8.7 (05:50)","14.8","37 (17:10)","20 (16:10)","0","0","0","0","0"
"Morón de la Frontera","Sevilla","20.1 (14:10)","7.2 (08:50)","13.7","34 (17:00)","19 (16:50)","0","0","0","0","0"
"Carrión de los Céspedes","Sevilla","19.9 (16:30)","6.9 (08:20)","13.4","39 (11:10)","25 (11:00)","0","0","0","0","0"
"Almonte","Huelva","20.7 (15:50)","5.2 (06:00)","13","30 (11:10)","21 (11:20)","0","0","0","0","0"
"Moguer, El Arenosillo","Huelva","19.5 (15:50)","6.6 (08:50)","13","30 (10:50)","18 (11:10)","0","0","0","0","0"
"Las Cabezas de San Juan","Sevilla","20.8 (16:50)","4.8 (08:40)","12.8","21 (17:50)","13 (22:00)","0","0","0","0","0"
"Chipiona","Cádiz","19.9 (15:00)","6.9 (07:40)","13.4","32 (21:50)","16 (22:00)","0","0","0","0","0"
"Rota, Base Naval","Cádiz","18.0 (15:20)","6.2 (07:10)","12.1","","","0","0","0","0","0"
"Grazalema","Cádiz","13.2 (14:50)","7.5 (00:00)","10.3","46 (08:10)","22 (23:40)","0","0","0","0","0"
