"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Fuentesauco","Zamora","7.1 (16:20)","1.4 (00:00)","4.2","17 (11:50)","12 (11:50)","0","0","0","0","0"
"Coreses","Zamora","10.5 (16:30)","1.9 (23:59)","6.2","15 (11:40)","10 (22:50)","0","0","0","0","0"
"Santervás de la Vega, Villapún","Palencia","6.7 (16:10)","-1.9 (08:10)","2.4","21 (14:10)","14 (14:10)","0.2","0","0.2","0","0"
"Villalón de Campos","Valladolid","9.1 (16:30)","-0.2 (23:59)","4.5","22 (16:10)","14 (20:30)","0","0","0","0","0"
"Medina de Rioseco","Valladolid","","","","","","","","","",""
"Villafáfila","Zamora","9.8 (16:40)","0.2 (23:59)","5","18 (15:20)","12 (16:40)","0","0","0","0","0"
"Zamora","Zamora","10.1 (15:50)","2.2 (23:30)","6.2","13 (11:00)","9 (11:00)","0","0","0","0","0"
"Riaño","León","4.1 (14:10)","0.7 (23:30)","2.4","35 (11:30)","21 (05:30)","2.4","1.8","0.6","0","0"
"Cubillas de Rueda","León","7.7 (16:20)","-3.2 (23:59)","2.2","19 (13:40)","11 (14:40)","0","0","0","0","0"
"Puerto de San Isidro","León","2.2 (00:30)","-1.4 (21:00)","0.4","62 (09:40)","41 (09:40)","5.4","5","0.2","0.2","0"
"León, Virgen del Camino","León","8.7 (14:50)","-0.3 (07:20)","4.2","32 (12:40)","22 (15:30)","0","0","0","0","0"
"Valencia de Don Juan","León","9.0 (15:40)","-0.7 (09:50)","4.2","33 (14:20)","24 (14:20)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","9.3 (14:20)","-1.0 (22:10)","4.2","34 (12:00)","23 (12:00)","0.8","0.6","0.2","0","0"
"Quintana del Castillo, Villameca","León","7.1 (14:50)","-0.1 (23:59)","3.5","34 (14:10)","22 (14:10)","0","0","0","0","0"
"Astorga","León","","","","","","","","","",""
"Lagunas de Somoza","León","7.1 (15:00)","0.6 (09:00)","3.8","34 (12:10)","24 (12:10)","0","0","0","0","0"
"Bustillo del Páramo","León","9.3 (15:30)","-2.5 (09:00)","3.4","26 (13:30)","18 (15:40)","0.2","0","0","0.2","0"
"Benavente","Zamora","10.6 (15:20)","0.2 (10:00)","5.4","26 (14:00)","14 (20:40)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","10.5 (15:40)","-3.4 (23:59)","3.5","13 (17:10)","5 (17:00)","0.2","0","0.2","0","0"
"Villardeciervos","Zamora","11.7 (15:50)","-5.2 (09:00)","3.3","22 (13:00)","11 (13:00)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","9.6 (15:50)","-2.1 (09:30)","3.8","24 (17:00)","17 (16:10)","0.2","0","0.2","0","0"
"Pozuelo de Tabara","Zamora","10.3 (17:20)","-2.0 (09:20)","4.2","18 (12:40)","13 (12:30)","0","0","0","0","0"
"Villadepera","Zamora","9.1 (17:00)","1.4 (08:50)","5.3","14 (17:50)","10 (17:50)","0","0","0","0","0"
"Barco de Avila","Ávila","8.1 (16:10)","-5.2 (08:00)","1.5","24 (13:10)","14 (13:10)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","6.9 (15:50)","-2.0 (23:40)","2.5","24 (16:10)","17 (16:10)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","6.7 (16:20)","-2.9 (02:50)","1.9","15 (16:00)","9 (16:00)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","8.1 (16:20)","-1.6 (23:50)","3.3","26 (12:40)","15 (12:40)","0","0","0","0","0"
"Salamanca","Salamanca","9.5 (16:10)","1.4 (23:50)","5.4","18 (15:30)","10 (17:20)","0","0","0","0","0"
"Barbadillo","Salamanca","7.7 (16:10)","-2.1 (23:59)","2.8","22 (14:20)","13 (13:50)","0","0","0","0","0"
"Peñausende","Zamora","7.1 (14:50)","1.3 (07:10)","4.2","","12 (22:30)","0","0","0","0","0"
"Fresno de Sayago","Zamora","10.1 (15:50)","-1.4 (23:50)","4.4","22 (14:20)","14 (15:20)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","13.0 (16:30)","2.3 (23:30)","7.6","13 (09:40)","10 (22:00)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","7.7 (15:50)","-1.0 (23:59)","3.3","27 (14:40)","18 (15:00)","0","0","0","0","0"
"Vitigudino","Salamanca","10.9 (15:10)","1.2 (23:59)","6","23 (13:50)","15 (13:30)","0","0","0","0","0"
"El Maíllo","Salamanca","6.3 (16:00)","1.9 (10:00)","4.1","31 (12:30)","20 (14:10)","0","0","0","0","0"
"Bañobárez","Salamanca","8.9 (16:20)","-1.0 (23:59)","3.9","19 (13:20)","12 (13:40)","0","0","0","0","0"
"Navasfrías","Salamanca","6.8 (16:50)","-2.7 (23:50)","2.1","28 (12:50)","12 (16:20)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","7.8 (16:40)","1.0 (23:59)","4.4","32 (14:30)","21 (14:00)","0","0","0","0","0"
"Saelices El Chico","Salamanca","9.2 (16:30)","2.2 (23:59)","5.7","31 (15:00)","22 (15:00)","0","0","0","0","0"
"Alcañices","Zamora","10.5 (15:40)","-1.4 (09:20)","4.6","20 (15:10)","11 (14:40)","0","0","0","0","0"
"A Gudiña","Ourense","7.0 (14:40)","1.1 (09:30)","4.1","","","0","0","0","0","0"
"Verín","Ourense","14.1 (14:50)","0.5 (23:59)","7.3","","","0.2","0","0","0.2","0"
"Molina de Aragón","Guadalajara","6.7 (14:00)","-5.7 (05:40)","0.5","33 (14:10)","17 (14:10)","0","0","0","0","0"
"Zaorejas","Guadalajara","5.1 (15:30)","-3.6 (00:00)","0.8","34 (16:00)","13 (14:10)","0","0","0","0","0"
"Beteta","Cuenca","5.0 (15:00)","-4.3 (00:50)","0.3","","","0","0","0","0","0"
"Cañizares","Cuenca","9.8 (16:10)","-3.4 (06:10)","3.2","","","0","0","0","0","0"
"Pastrana","Guadalajara","10.1 (14:50)","-1.9 (06:30)","4.1","","","0","0","0","0","0"
"Tarancón","Cuenca","10.8 (16:10)","-1.1 (08:50)","4.9","33 (15:50)","21 (18:20)","0","0","0","0","0"
"Ocaña","Toledo","9.3 (15:50)","-2.1 (08:10)","3.6","25 (13:50)","16 (16:10)","0","0","0","0","0"
"Aranjuez","Madrid","12.3 (16:50)","-3.1 (08:40)","4.6","23 (17:50)","11 (20:10)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","7.1 (14:00)","-1.1 (23:50)","3","44 (15:40)","25 (11:50)","0","0","0","0","0"
"Rascafría","Madrid","7.2 (15:20)","-5.5 (07:50)","0.8","33 (14:00)","10 (18:20)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","6.2 (13:10)","0.3 (23:30)","3.2","44 (15:30)","19 (15:40)","0","0","0","0","0"
"Somosierra","Madrid","-0.2 (15:00)","-3.6 (00:40)","-1.9","0 (00:10)","0 (00:10)","0.8","0","0.6","0.2","0"
"San Sebastián de Los Reyes","Madrid","11.7 (15:00)","-0.5 (07:50)","5.6","","","0","0","0","0","0"
"Madrid, El Goloso","Madrid","10.4 (15:20)","-2.5 (05:50)","3.9","28 (16:40)","12 (14:20)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","10.8 (15:20)","-2.3 (07:00)","4.3","37 (15:20)","26 (15:20)","0","0","0","0","0"
"Sigüenza","Guadalajara","7.4 (14:00)","-0.3 (04:20)","3.6","39 (11:50)","20 (02:40)","0","0","0","0","0"
"Mandayona","Guadalajara","7.3 (15:00)","-0.2 (04:20)","3.6","","","0.6","0.2","0.2","0","0.2"
"Campisábalos","Guadalajara","","","","","","","","0","2.6","0"
"Guadalajara","Guadalajara","10.5 (15:20)","-1.0 (05:00)","4.8","33 (16:20)","14 (13:20)","0","0","0","0","0"
"Alcala de Henares","Madrid","11.7 (15:50)","-3.7 (08:20)","4","31 (14:30)","18 (16:40)","0","0","0","0","0"
"Arganda del Rey","Madrid","12.1 (15:10)","-2.1 (08:00)","5","32 (17:00)","21 (17:00)","0","0","0","0","0"
"Colmenar Viejo","Madrid","8.4 (15:20)","-1.0 (04:40)","3.7","38 (18:20)","18 (17:50)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","13.6 (16:00)","-2.9 (07:50)","5.4","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","10.9 (15:50)","0.3 (08:40)","5.6","","","0","0","0","0","0"
"Brihuega","Guadalajara","8.5 (14:50)","-1.5 (08:30)","3.5","","","0","0","0","0","0"
"Tielmes","Madrid","11.2 (15:40)","-3.3 (08:10)","3.9","","","0","0","0","0","0"
"Tembleque","Toledo","10.3 (16:00)","-2.1 (06:30)","4.1","","","0","0","0","0","0"
"Mora","Toledo","9.9 (15:40)","-1.1 (08:50)","4.4","25 (14:00)","14 (13:30)","0","0","0","0","0"
"Toledo","Toledo","","","","","","","","","",""
"Puerto Alto del León","Madrid","-1.0 (15:50)","-3.9 (00:10)","-2.5","0 (00:10)","0 (00:10)","0.2","0","0.2","0","0"
"Alpedrete","Madrid","10.9 (11:20)","0.1 (06:20)","5.5","40 (13:40)","24 (13:40)","0","0","0","0","0"
"Torrelodones","Madrid","11.4 (14:40)","-0.9 (06:50)","5.2","40 (14:40)","15 (05:10)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","17 (15:40)","9 (08:30)","0","0","0","0","0"
"Navahermosa","Toledo","11.0 (15:10)","1.1 (09:10)","6.1","","","0.2","0","0.2","0","0"
"Puerto del Pico","Ávila","5.5 (15:00)","-4.8 (23:50)","0.3","35 (07:50)","26 (16:30)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","7.9 (14:10)","1.5 (00:30)","4.7","","","0","0","0","0","0"
"Cebreros","Ávila","8.7 (12:30)","2.2 (03:30)","5.4","38 (17:40)","21 (13:40)","0","0","0","0","0"
"Robledo de Chavela","Madrid","9.6 (12:30)","1.4 (06:00)","5.5","50 (14:50)","28 (15:00)","0","0","0","0","0"
"Valdemorillo","Madrid","9.1 (15:10)","-0.8 (07:40)","4.2","33 (13:20)","21 (13:20)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","12.7 (15:50)","-1.7 (08:10)","5.5","32 (18:40)","22 (19:40)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","12.7 (15:40)","0.8 (07:50)","6.7","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","14.1 (17:00)","-0.2 (07:50)","7","16 (12:50)","9 (13:10)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","10.1 (15:10)","1.4 (02:20)","5.8","26 (13:40)","9 (18:20)","0","0","0","0","0"
"Candeleda","Ávila","14.7 (16:40)","0.3 (08:20)","7.5","13 (21:50)","9 (21:50)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","12.5 (16:00)","3.0 (09:00)","7.8","19 (13:40)","7 (13:40)","0","0","0","0","0"
"Oropesa","Toledo","13.5 (16:20)","-2.5 (09:10)","5.5","","","","","","",""
"Navalmoral de la Mata","Cáceres","13.4 (16:30)","-1.0 (07:30)","6.2","14 (23:20)","10 (22:50)","0.2","0","0.2","0","0"
"Garganta la Olla","Cáceres","10.9 (15:20)","2.6 (06:00)","6.7","17 (00:50)","10 (15:40)","0","0","0","0","0"
"Serradilla","Cáceres","12.6 (15:30)","2.8 (09:10)","7.7","32 (01:40)","18 (01:50)","0","0","0","0","0"
"Jaraicejo","Cáceres","12.0 (15:30)","1.7 (04:10)","6.9","24 (21:40)","21 (21:50)","0","0","0","0","0"
"Trujillo","Cáceres","12.2 (16:30)","1.5 (09:00)","6.8","19 (14:20)","12 (14:00)","0","0","0","0","0"
"Cáceres","Cáceres","12.8 (16:30)","2.2 (08:20)","7.5","24 (14:00)","15 (13:50)","0","0","0","0","0"
"Cañaveral","Cáceres","","","","","","","0","","0","0"
"Nuñomoral","Cáceres","12.0 (16:00)","0.5 (23:59)","6.3","38 (01:30)","19 (01:00)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","11.3 (16:20)","5.6 (23:59)","8.5","52 (13:20)","33 (13:20)","0","0","0","0","0"
"Hervás","Cáceres","10.8 (16:10)","1.5 (23:59)","6.2","34 (14:10)","14 (14:10)","0","0","0","0","0"
"Montehermoso","Cáceres","12.6 (16:40)","3.1 (08:50)","7.9","40 (13:10)","19 (14:10)","0","0","0","0","0"
"Tornavacas","Cáceres","8.4 (12:30)","1.3 (00:00)","4.8","54 (00:30)","37 (00:10)","0","0","0","0","0"
"Piornal","Cáceres","9.3 (12:30)","1.7 (23:59)","5.5","29 (13:40)","15 (13:00)","0","0","0","0","0"
"Plasencia","Cáceres","12.6 (14:10)","4.0 (07:50)","8.3","42 (13:30)","15 (00:30)","0","0","0","0","0"
"Coria","Cáceres","14.6 (16:30)","5.7 (23:30)","10.2","43 (04:30)","22 (04:30)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","13.5 (15:50)","1.4 (23:40)","7.4","28 (12:50)","15 (12:50)","0","0","0","0","0"
"Hoyos","Cáceres","11.2 (16:20)","6.5 (08:50)","8.8","63 (06:40)","34 (06:40)","0","0","0","0","0"
"Zarza La Mayor","Cáceres","13.2 (16:30)","3.8 (03:20)","8.5","33 (13:30)","22 (13:30)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","11.6 (14:50)","5.2 (23:40)","8.4","49 (13:30)","28 (08:50)","0","0","0","0","0"
"Aliseda","Cáceres","13.2 (16:00)","2.8 (08:30)","8","23 (16:10)","13 (13:50)","0","0","0","0","0"
"Brozas","Cáceres","12.5 (16:00)","3.2 (07:30)","7.9","38 (13:10)","29 (13:10)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","12.4 (16:30)","3.0 (23:59)","7.7","28 (13:40)","18 (13:40)","0","0","0","0","0"
"Ossa de Montiel","Albacete","8.2 (15:40)","-3.3 (07:50)","2.4","35 (15:10)","20 (15:10)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","8.1 (15:50)","-1.6 (08:50)","3.3","35 (13:40)","21 (15:20)","0","0","0","0","0"
"Quintanar de la Orden","Toledo","9.9 (16:30)","-1.1 (09:00)","4.4","32 (15:30)","20 (15:40)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","9.8 (15:50)","-0.5 (07:40)","4.7","28 (14:50)","13 (14:40)","0","0","0","0","0"
"Madridejos","Toledo","","","","","","","","","0","0"
"Abia de Obispalia","Cuenca","8.2 (16:40)","-0.7 (00:50)","3.7","41 (16:30)","22 (14:00)","0","0","0","0","0"
"Villares del Saz","Cuenca","9.0 (13:50)","-0.2 (01:20)","4.4","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","10.0 (14:40)","-0.8 (01:50)","4.6","42 (15:20)","25 (15:20)","0","0","0","0","0"
"San Clemente","Cuenca","10.7 (13:50)","-2.2 (06:30)","4.2","44 (16:30)","30 (14:20)","0","0","0","0","0"
"Villarrobledo","Albacete","14.4 (15:10)","-1.5 (05:50)","6.4","37 (17:10)","19 (15:50)","0","0","0","0","0"
"Osa de la Vega","Cuenca","8.6 (17:10)","-1.3 (01:00)","3.7","40 (15:10)","22 (15:20)","0","0","0","0","0"
"Belmonte","Cuenca","9.7 (14:30)","-0.8 (07:20)","4.4","41 (15:40)","18 (13:50)","0","0","0","0","0"
"Munera","Albacete","8.4 (15:50)","-2.9 (23:50)","2.7","27 (16:30)","16 (16:30)","0.2","0","0.2","0","0"
"Tomelloso","Ciudad Real","9.8 (15:20)","-1.2 (06:00)","4.3","32 (16:00)","19 (16:00)","0","0","0","0","0"
"Ciudad Real","Ciudad Real","11.1 (15:40)","-0.7 (08:10)","5.2","29 (15:50)","14 (16:40)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","7.9 (14:00)","-0.5 (02:50)","3.7","36 (16:20)","26 (16:20)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","9.2 (14:40)","-1.1 (07:10)","4","37 (15:40)","19 (15:40)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","8.7 (15:50)","-1.1 (06:50)","3.8","36 (16:50)","24 (16:40)","0","0","0","0","0"
"Abenójar","Ciudad Real","11.8 (15:40)","-0.3 (07:20)","5.8","26 (17:10)","16 (17:10)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","14.5 (16:20)","0.0 (03:30)","7.3","3 (16:30)","1 (16:40)","0.2","0","0.1","0.1","0"
"Puerto Rey","Cáceres","12.8 (15:50)","0.7 (07:20)","6.8","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","13.6 (17:00)","0.7 (04:50)","7.2","13 (01:00)","9 (01:00)","0","0","0","0","0"
"Guadalupe","Cáceres","14.0 (15:10)","1.2 (08:30)","7.6","20 (14:10)","12 (18:40)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","12.1 (15:20)","-2.1 (08:40)","5","22 (15:50)","14 (13:00)","0","0","0","0","0"
"Valsequillo","Córdoba","11.3 (16:30)","-1.9 (08:30)","4.7","27 (16:10)","16 (16:10)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","11.4 (15:40)","-1.7 (08:20)","4.8","21 (16:20)","14 (15:20)","0.1","0","0.1","0","0"
"Almadén","Ciudad Real","13.5 (16:20)","2.4 (07:10)","8","21 (16:30)","11 (15:20)","0","0","0","0","0"
"Castuera","Badajoz","10.7 (15:40)","2.1 (08:40)","6.4","21 (00:50)","15 (00:50)","0","0","0","0","0"
"Cañamero","Cáceres","11.8 (14:50)","2.3 (07:40)","7.1","17 (15:00)","10 (15:10)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","13.1 (16:40)","0.3 (07:30)","6.7","14 (15:10)","9 (15:30)","0","0","0","0","0"
"Zorita","Cáceres","13.2 (16:50)","2.4 (08:10)","7.8","27 (15:00)","18 (00:30)","0","0","0","0","0"
"Don Benito","Badajoz","14.7 (17:10)","1.1 (08:50)","7.9","13 (21:10)","10 (21:20)","0","0","0","0","0"
"Llerena","Badajoz","11.1 (16:00)","2.0 (09:40)","6.6","30 (15:10)","13 (14:20)","0.2","0","0.2","0","0"
"Villafranca de los Barros","Badajoz","11.4 (14:40)","0.4 (08:30)","5.9","22 (15:50)","15 (15:50)","0","0","0","0","0"
"Mérida","Badajoz","15.0 (16:00)","0.6 (08:10)","7.8","14 (10:50)","8 (10:50)","0","0","0","0","0"
"Alcuescar","Cáceres","12.1 (16:50)","0.8 (08:10)","6.5","21 (01:50)","14 (01:50)","0","0","0","0","0"
"Zafra","Badajoz","11.7 (15:40)","0.2 (05:30)","5.9","31 (15:20)","19 (15:20)","0","0","0","0","0"
"Almendralejo","Badajoz","11.7 (16:00)","2.7 (08:40)","7.2","22 (14:50)","15 (14:50)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","14.4 (15:40)","1.6 (08:40)","8","23 (15:30)","16 (15:20)","0","0","0","0","0"
"Alburquerque","Badajoz","14.0 (15:40)","3.8 (23:10)","8.9","31 (14:50)","18 (14:50)","0","0","0","0","0"
"Puebla de Obando","Badajoz","12.5 (16:20)","3.8 (23:50)","8.1","32 (14:20)","19 (02:30)","0","0","0","0","0"
"Badajoz","Badajoz","15.0 (16:10)","0.2 (08:50)","7.6","27 (15:20)","18 (15:00)","0","0","0","0","0"
"Olivenza","Badajoz","13.2 (16:10)","3.9 (04:20)","8.5","31 (14:10)","23 (14:10)","0","0","0","0","0"
"Alconchel","Badajoz","13.2 (16:40)","3.8 (03:50)","8.5","37 (15:30)","26 (15:30)","0","0","0","0","0"
"Barcarrota","Badajoz","13.0 (14:10)","0.7 (05:40)","6.8","28 (14:50)","11 (14:30)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","13.2 (14:30)","2.9 (08:00)","8","38 (16:20)","26 (16:20)","0","0","0","0","0"
"Monesterio","Badajoz","10.5 (14:50)","2.1 (08:30)","6.3","23 (15:50)","14 (07:00)","0","0","0","0","0"
"Fuente de Cantos","Badajoz","11.4 (14:50)","2.0 (08:30)","6.7","33 (15:30)","24 (15:30)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","13.1 (15:30)","0.3 (08:30)","6.7","30 (15:50)","23 (18:50)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","11.6 (15:40)","0.5 (23:50)","6.1","28 (17:30)","16 (16:30)","0.2","0","0.2","0","0"
"Aroche","Huelva","15.3 (15:00)","-1.0 (05:00)","7.2","29 (16:20)","19 (16:20)","0","0","0","0","0"
"El Granado","Huelva","14.9 (15:00)","4.4 (08:20)","9.6","","","0","0","0","0","0"
"Ayamonte","Huelva","17.0 (16:50)","7.9 (08:30)","12.5","27 (09:50)","11 (09:50)","0","0","0","0","0"
"Cartaya","Huelva","16.5 (16:50)","4.5 (09:20)","10.5","23 (06:40)","11 (15:10)","0","0","0","0","0"
"Alajar","Huelva","16.1 (15:00)","5.3 (09:00)","10.7","53 (07:50)","34 (07:40)","0","0","0","0","0"
"Valverde del Camino","Huelva","16.6 (15:30)","3.6 (07:30)","10.1","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","16.9 (16:20)","5.6 (07:50)","11.2","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","15.0 (15:20)","3.4 (08:40)","9.2","25 (17:00)","16 (17:00)","0.2","0","0.2","0","0"
"El Campillo","Huelva","","","","","","","","","",""
"Villarrasa","Huelva","16.2 (16:50)","2.1 (09:00)","9.2","19 (23:10)","12 (12:20)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","16.9 (17:00)","4.4 (08:50)","10.6","21 (14:40)","13 (13:50)","0","0","0","0","0"
"Ceuta","Ceuta","17.5 (14:40)","10.5 (07:30)","14","22 (08:50)","9 (10:20)","0","0","0","0","0"
"Cazorla","Jaén","10.9 (15:00)","2.6 (09:20)","6.7","","","0","0","0","0","0"
"Baza","Granada","11.3 (16:10)","-4.1 (07:20)","3.6","28 (17:50)","19 (17:50)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","9.6 (16:00)","-1.8 (08:00)","3.9","","","0","0","0","0","0"
"Dólar","Granada","10.6 (15:40)","-0.6 (05:10)","5","28 (18:10)","18 (18:00)","0","0","0","0","0"
"Baeza","Jaén","12.1 (14:20)","-0.5 (06:20)","5.8","31 (17:20)","16 (17:10)","0","0","0","0","0"
"Torres","Jaén","9.0 (14:50)","0.8 (04:30)","4.9","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","13.4 (15:50)","0.0 (06:20)","6.7","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","13.0 (16:20)","-1.1 (07:20)","5.9","28 (17:40)","15 (17:40)","0","0","0","0","0"
"Santa Elena","Jaén","8.7 (15:00)","0.6 (09:00)","4.6","51 (16:20)","28 (16:50)","0","0","0","0","0"
"Jaén","Jaén","11.6 (14:10)","1.9 (05:50)","6.8","19 (11:40)","12 (03:20)","0","0","0","0","0"
"Linares","Jaén","12.3 (15:20)","2.0 (07:10)","7.2","34 (16:10)","20 (16:00)","0","0","0","0","0"
"Bailén","Jaén","16.1 (15:50)","0.9 (08:20)","8.5","30 (16:10)","17 (16:10)","0","0","0","0","0"
"Andújar","Jaén","15.0 (16:50)","-0.6 (06:40)","7.2","21 (17:10)","11 (17:10)","0","0","0","0","0"
"Puertollano","Ciudad Real","10.8 (17:00)","-0.6 (08:40)","5.1","36 (15:30)","22 (15:30)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","12.1 (12:40)","-0.6 (06:20)","5.8","37 (17:10)","14 (12:10)","0","0","0","0","0"
"Cardeña","Córdoba","12.9 (15:10)","1.8 (06:10)","7.3","","","0.8","0","0.6","0.2","0"
"Montoro","Córdoba","15.7 (16:30)","0.0 (08:00)","7.8","24 (19:20)","13 (17:00)","0","0","0","0","0"
"Villanueva de Córdoba","Córdoba","12.1 (14:40)","1.5 (07:40)","6.8","40 (17:00)","19 (17:00)","0.2","0","0.2","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","14.0 (16:10)","1.5 (07:10)","7.8","26 (18:10)","14 (18:10)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","15.2 (16:30)","0.5 (08:40)","7.8","24 (10:50)","17 (15:10)","0","0","0","0","0"
"Alcalá La Real","Jaén","11.8 (15:00)","-0.5 (06:20)","5.7","26 (18:00)","14 (17:20)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","12.2 (15:10)","-0.5 (07:20)","5.8","44 (17:50)","31 (17:40)","0.2","0","0.2","0","0"
"Doña Mencía","Córdoba","13.2 (15:10)","4.2 (06:20)","8.7","36 (11:20)","16 (11:20)","0","0","0","0","0"
"Córdoba, Prágdena","Córdoba","13.7 (16:20)","0.7 (07:50)","7.2","26 (14:20)","17 (14:50)","0","0","0","0","0"
"Espiel","Córdoba","14.3 (16:00)","0.3 (09:10)","7.3","28 (16:10)","12 (16:40)","0","0","0","0","0"
"Fuente Palmera","Córdoba","14.7 (16:20)","2.5 (08:50)","8.6","23 (13:40)","16 (13:40)","0","0","0","0","0"
"Azuaga","Badajoz","11.4 (16:10)","0.5 (09:00)","5.9","26 (16:30)","15 (16:30)","0","0","0","0","0"
"Granada Base Aérea","Granada","14.1 (16:40)","-2.3 (06:30)","5.9","35 (18:00)","23 (18:10)","0","0","0","0","0"
"Víznar","Granada","12.0 (15:20)","0.9 (00:20)","6.4","","18 (20:00)","0","0","0","0","0"
"Granada-Cartuja","Granada","15.7 (16:00)","-0.8 (08:50)","7.4","24 (19:00)","8 (19:00)","0","0","0","0","0"
"Sierra Nevada 'Radiotelescopio'","Granada","-1.6 (23:20)","-4.5 (09:40)","-3.1","70 (23:00)","64 (22:10)","","","","",""
"Granada Aeropuerto","Granada","14.6 (16:20)","-2.9 (08:30)","5.9","26 (18:30)","14 (22:00)","0","0","0","0","0"
"Loja","Granada","15.6 (15:20)","-0.7 (09:30)","7.5","29 (21:30)","14 (20:50)","","","","",""
"Benamejí","Córdoba","13.8 (16:40)","1.7 (08:30)","7.8","28 (18:00)","16 (20:00)","0","0","0","0","0"
"La Roda de Andalucía","Sevilla","14.0 (16:20)","0.0 (08:50)","7","36 (17:10)","20 (17:00)","0.2","0","0.2","0","0"
"Lora de Estepa","Sevilla","13.2 (16:30)","1.6 (07:20)","7.4","","","0","0","0","0","0"
"Aguilar de la Frontera","Córdoba","13.8 (15:10)","1.1 (08:50)","7.5","39 (16:00)","21 (14:50)","0","0","0","0","0"
"La Rambla","Córdoba","14.6 (15:50)","1.0 (05:00)","7.8","32 (15:20)","23 (15:20)","0","0","0","0","0"
"Écija","Sevilla","16.1 (16:50)","0.8 (08:30)","8.5","30 (15:30)","19 (15:30)","0","0","0","0","0"
"La Puebla de los Infantes","Sevilla","15.7 (17:10)","-1.3 (08:40)","7.2","18 (13:30)","12 (13:30)","0","0","0","0","0"
"Fuentes de Andalucía","Sevilla","14.8 (16:40)","4.0 (07:30)","9.4","25 (12:00)","12 (12:20)","0","0","0","0","0"
"Carmona","Sevilla","","","","","","","0","0","","0"
"Cazalla de la Sierra","Sevilla","13.9 (15:30)","0.3 (04:00)","7.1","30 (17:50)","12 (11:10)","0","0","0","0","0"
"Guadalcanal","Sevilla","11.7 (15:20)","2.2 (07:00)","6.9","28 (05:50)","17 (05:40)","0","0","0","0","0"
"Almadén de la Plata","Sevilla","14.8 (15:40)","3.2 (08:30)","9","19 (06:20)","8 (14:10)","0","0","0","0","0"
"Cala","Huelva","14.3 (15:00)","2.5 (23:50)","8.4","24 (16:50)","13 (16:30)","0","0","0","0","0"
