"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Puerto de San Isidro","León","6.2 (16:50)","-5.1 (07:50)","0.5","28 (12:40)","20 (12:40)","0","0","0","0","0"
"León, Virgen del Camino","León","","","","24 (14:20)","14 (05:10)","0","0","0","0","0"
"Valencia de Don Juan","León","8.8 (16:30)","-5.2 (07:40)","1.8","22 (14:30)","14 (14:00)","0","0","0","0","0"
"Barrios de Luna, Miñera","León","9.8 (15:10)","-5.7 (07:20)","2.1","24 (14:10)","18 (14:10)","0","0","0","0","0"
"Quintana del Castillo, Villameca","León","8.2 (16:00)","-3.6 (08:30)","2.3","19 (14:00)","13 (00:20)","0","0","0","0","0"
"Astorga","León","","","","","","","","","",""
"Lagunas de Somoza","León","7.7 (16:50)","-6.5 (08:50)","0.6","17 (14:40)","9 (06:00)","0.1","0","0.1","0","0"
"Bustillo del Páramo","León","8.5 (16:00)","-4.8 (08:30)","1.8","25 (15:40)","12 (12:10)","0","0","0","0","0"
"Benavente","Zamora","10.0 (17:10)","-5.2 (09:00)","2.4","22 (03:30)","8 (03:30)","0","0","0","0","0"
"Sanabria, Robleda-Cervantes","Zamora","9.6 (15:50)","-9.2 (08:40)","0.2","15 (14:20)","6 (14:20)","0","0","0","0","0"
"Villardeciervos","Zamora","10.2 (15:50)","-7.6 (08:40)","1.3","17 (15:50)","7 (15:10)","0","0","0","0","0"
"Santibañez de Vidriales","Zamora","8.3 (16:20)","-5.8 (08:40)","1.3","13 (12:20)","8 (12:10)","0","0","0","0","0"
"Pozuelo de Tabara","Zamora","8.8 (16:40)","-4.7 (08:50)","2.1","18 (23:20)","12 (21:00)","0","0","0","0","0"
"Villadepera","Zamora","8.9 (16:00)","-3.6 (08:50)","2.6","18 (12:30)","13 (12:20)","0","0","0","0","0"
"Barco de Avila","Ávila","11.1 (14:40)","-6.6 (07:30)","2.3","28 (02:30)","17 (03:20)","0","0","0","0","0"
"Pedrosillo de Los Aires","Salamanca","9.9 (15:30)","-7.1 (08:40)","1.4","18 (15:40)","11 (15:50)","0","0","0","0","0"
"Pedraza de Alba","Salamanca","9.5 (15:50)","-6.3 (06:50)","1.6","17 (16:10)","9 (17:00)","0","0","0","0","0"
"Salamanca Aeropuerto","Salamanca","10.8 (14:50)","-6.5 (08:40)","2.2","28 (17:00)","21 (17:20)","0","0","0","0","0"
"Salamanca","Salamanca","12.0 (16:30)","-3.5 (06:50)","4.3","17 (17:00)","9 (19:30)","0","0","0","0","0"
"Barbadillo","Salamanca","","","","","","","","","","0"
"Peñausende","Zamora","8.5 (15:30)","-0.3 (07:10)","4.1","","12 (22:30)","0","0","0","0","0"
"Fresno de Sayago","Zamora","9.6 (16:00)","-5.3 (03:00)","2.2","25 (11:40)","15 (07:20)","0","0","0","0","0"
"Villarino de los Aires","Salamanca","12.7 (17:20)","-2.8 (05:10)","4.9","13 (20:20)","10 (05:40)","0","0","0","0","0"
"Boadilla Fuente San Esteban","Salamanca","9.7 (16:30)","-6.1 (08:40)","1.8","17 (14:00)","12 (17:00)","0","0","0","0","0"
"Vitigudino","Salamanca","12.0 (16:00)","-4.0 (07:20)","4","17 (14:10)","11 (23:10)","0","0","0","0","0"
"El Maíllo","Salamanca","9.0 (15:10)","-2.0 (08:50)","3.5","21 (14:00)","15 (03:10)","0","0","0","0","0"
"Bañobárez","Salamanca","10.2 (16:00)","-5.0 (06:00)","2.6","18 (16:50)","9 (13:50)","0","0","0","0","0"
"Navasfrías","Salamanca","10.5 (16:10)","-6.5 (08:50)","2","17 (13:30)","9 (12:50)","0","0","0","0","0"
"El Bodón Base Aérea","Salamanca","10.5 (16:20)","-4.3 (08:40)","3.1","14 (17:30)","10 (03:30)","0","0","0","0","0"
"Saelices El Chico","Salamanca","12.6 (15:20)","-5.5 (08:30)","3.6","19 (20:50)","11 (18:10)","0","0","0","0","0"
"Alcañices","Zamora","12.0 (14:20)","-2.7 (08:50)","4.6","17 (15:20)","13 (12:00)","0","0","0","0","0"
"A Gudiña","Ourense","9.6 (16:00)","0.4 (08:50)","5","","","0","0","0","0","0"
"Verín","Ourense","14.1 (15:40)","-6.3 (09:00)","3.9","","","0","0","0","0","0"
"Molina de Aragón","Guadalajara","10.3 (16:30)","-9.6 (08:10)","0.3","19 (18:20)","11 (18:20)","0","0","0","0","0"
"Zaorejas","Guadalajara","6.7 (14:10)","-5.1 (08:40)","0.8","15 (22:40)","9 (23:20)","0","0","0","0","0"
"Beteta","Cuenca","","","","","","0","0","0","0","0"
"Cañizares","Cuenca","11.8 (14:50)","-5.3 (08:10)","3.3","","","0","0","0","0","0"
"Pastrana","Guadalajara","7.7 (15:30)","-2.3 (07:00)","2.7","","","0","0","0","0","0"
"Tarancón","Cuenca","13.5 (15:00)","2.3 (02:40)","7.9","35 (16:10)","18 (14:50)","0","0","0","0","0"
"Ocaña","Toledo","8.5 (16:40)","-0.7 (06:50)","3.9","28 (12:40)","19 (11:40)","0","0","0","0","0"
"Aranjuez","Madrid","10.4 (16:30)","0.0 (03:50)","5.2","22 (03:20)","17 (03:20)","0","0","0","0","0"
"Pantano el Vado","Guadalajara","8.1 (16:40)","-1.9 (08:50)","3.1","23 (15:20)","11 (14:50)","0","0","0","0","0"
"Rascafría","Madrid","7.3 (15:50)","-2.5 (00:00)","2.4","18 (16:40)","10 (15:10)","0","0","0","0","0"
"Buitrago del Lozoya","Madrid","6.7 (15:30)","-2.2 (08:50)","2.2","17 (15:40)","9 (15:40)","0","0","0","0","0"
"Somosierra","Madrid","2.7 (16:20)","-2.3 (09:00)","0.2","35 (14:40)","8 (11:00)","0","0","0","0","0"
"San Sebastián de Los Reyes","Madrid","9.0 (14:50)","2.7 (06:50)","5.9","","","0","0","0","0","0"
"Madrid, El Goloso","Madrid","8.0 (14:50)","1.8 (06:30)","4.9","13 (13:40)","8 (14:50)","0","0","0","0","0"
"Madrid Aeropuerto","Madrid","9.0 (16:10)","0.7 (07:40)","4.8","13 (00:40)","10 (00:40)","0","0","0","0","0"
"Sigüenza","Guadalajara","9.2 (15:00)","-8.4 (08:20)","0.4","28 (12:40)","12 (11:30)","0","0","0","0","0"
"Mandayona","Guadalajara","8.6 (16:10)","-3.0 (08:20)","2.8","","","0","0","0","0","0"
"Campisábalos","Guadalajara","","","","","","","","0","0","0"
"Guadalajara","Guadalajara","10.0 (15:50)","-1.1 (08:40)","4.4","24 (13:20)","15 (18:10)","0","0","0","0","0"
"Alcala de Henares","Madrid","10.0 (16:40)","-1.6 (07:50)","4.2","23 (13:20)","11 (13:30)","0","0","0","0","0"
"Arganda del Rey","Madrid","9.9 (15:30)","-0.8 (07:10)","4.5","15 (14:20)","8 (13:00)","0","0","0","0","0"
"Colmenar Viejo","Madrid","5.4 (14:50)","1.4 (08:30)","3.4","28 (11:40)","15 (15:30)","0","0","0","0","0"
"Pozuelo de Alarcón","Madrid","8.5 (15:40)","0.0 (06:20)","4.3","","","0","0","0","0","0"
"Madrid, Retiro","Madrid","8.5 (15:00)","4.0 (07:40)","6.3","","","0","0","0","0","0"
"Brihuega","Guadalajara","8.3 (15:30)","-3.7 (08:40)","2.3","","","0","0","0","0","0"
"Tielmes","Madrid","9.5 (15:40)","-2.0 (03:50)","3.8","","","0","0","0","0","0"
"Tembleque","Toledo","10.0 (16:40)","-1.3 (07:00)","4.4","","","0","0","0","0","0"
"Mora","Toledo","9.9 (13:00)","2.9 (09:00)","6.4","37 (22:40)","19 (22:20)","0","0","0","0","0"
"Toledo","Toledo","11.5 (13:30)","2.4 (08:30)","7","33 (11:50)","22 (11:20)","0","0","0","0","0"
"Puerto Alto del León","Madrid","0.0 (14:20)","-2.0 (08:30)","-1","51 (13:50)","30 (20:30)","0","0","0","0","0"
"Alpedrete","Madrid","6.3 (15:50)","2.5 (07:50)","4.4","21 (17:50)","12 (13:20)","0","0","0","0","0"
"Torrelodones","Madrid","7.1 (15:00)","3.2 (06:00)","5.1","21 (14:40)","10 (14:50)","0","0","0","0","0"
"San Pablo de los Montes","Toledo","","","","17 (16:50)","10 (17:00)","0","0","0","0","0"
"Navahermosa","Toledo","12.1 (16:20)","-2.3 (05:10)","4.9","","","0","0","0","0","0"
"Puerto del Pico","Ávila","6.7 (15:50)","-8.0 (03:30)","-0.7","23 (14:40)","13 (15:00)","0","0","0","0","0"
"Rozas de Puerto Real","Madrid","6.7 (14:40)","2.5 (08:40)","4.6","","","0","0","0","0","0"
"Cebreros","Ávila","6.9 (15:20)","2.9 (06:30)","4.9","24 (12:30)","13 (13:20)","0","0","0","0","0"
"Robledo de Chavela","Madrid","7.2 (15:10)","1.8 (06:10)","4.5","21 (23:20)","12 (15:40)","0","0","0","0","0"
"Valdemorillo","Madrid","6.6 (15:20)","3.4 (08:30)","5","21 (15:30)","9 (11:50)","0","0","0","0","0"
"Villanueva de la Cañada","Madrid","8.7 (15:20)","3.9 (06:50)","6.3","21 (13:20)","13 (11:50)","0","0","0","0","0"
"Castillo de Bayuela","Toledo","10.5 (13:30)","4.8 (07:30)","7.7","","","0","0","0","0","0"
"Talavera de la Reina","Toledo","13.4 (16:20)","-0.8 (04:30)","6.3","37 (12:50)","21 (15:10)","0","0","0","0","0"
"Navalvillar de Ibor","Cáceres","9.3 (15:50)","1.7 (10:00)","5.5","24 (23:50)","10 (21:20)","0","0","0","0","0"
"Candeleda","Ávila","13.9 (15:40)","0.2 (08:50)","7","41 (14:20)","23 (13:00)","0","0","0","0","0"
"Madrigal de la Vera","Cáceres","13.2 (13:40)","2.3 (08:30)","7.7","25 (13:50)","11 (17:10)","0","0","0","0","0"
"Oropesa","Toledo","13.0 (15:30)","-3.4 (05:50)","4.8","","","","","","",""
"Navalmoral de la Mata","Cáceres","13.2 (15:40)","-0.7 (07:10)","6.2","39 (16:20)","19 (14:10)","0","0","0","0","0"
"Garganta la Olla","Cáceres","9.8 (14:30)","1.7 (08:40)","5.8","28 (16:10)","15 (15:40)","0","0","0","0","0"
"Serradilla","Cáceres","11.0 (15:20)","2.5 (08:40)","6.8","40 (11:50)","25 (11:50)","0","0","0","0","0"
"Jaraicejo","Cáceres","10.6 (15:50)","3.8 (08:40)","7.2","53 (10:50)","39 (10:50)","0","0","0","0","0"
"Trujillo","Cáceres","12.6 (16:20)","1.6 (08:00)","7.1","17 (18:10)","10 (11:20)","0","0","0","0","0"
"Cáceres","Cáceres","12.5 (16:00)","1.9 (08:30)","7.2","21 (13:20)","13 (13:20)","0","0","0","0","0"
"Cañaveral","Cáceres","11.8 (15:40)","4.5 (08:50)","8.2","49 (12:20)","33 (12:00)","0","0","0","0","0"
"Nuñomoral","Cáceres","13.3 (17:00)","-5.2 (09:10)","4.1","18 (14:10)","10 (15:50)","0","0","0","0","0"
"Guijo de Granadilla","Cáceres","14.1 (16:30)","-0.1 (07:20)","7","19 (04:30)","13 (04:20)","0","0","0","0","0"
"Hervás","Cáceres","10.3 (15:50)","-0.2 (08:30)","5.1","21 (22:00)","13 (18:30)","0","0","0","0","0"
"Montehermoso","Cáceres","13.9 (16:10)","0.0 (07:20)","6.9","24 (16:10)","14 (16:00)","0","0","0","0","0"
"Tornavacas","Cáceres","9.9 (14:20)","0.8 (07:40)","5.3","42 (02:20)","26 (10:30)","0","0","0","0","0"
"Piornal","Cáceres","5.0 (16:10)","-0.7 (07:50)","2.2","41 (00:30)","21 (01:10)","0","0","0","0","0"
"Plasencia","Cáceres","13.2 (16:30)","3.6 (07:30)","8.4","35 (15:30)","12 (14:50)","0","0","0","0","0"
"Coria","Cáceres","13.1 (15:50)","2.2 (07:00)","7.7","39 (11:50)","24 (12:00)","0","0","0","0","0"
"Torrecilla de los Angeles","Cáceres","13.9 (16:30)","-1.7 (08:40)","6.1","17 (16:50)","8 (17:10)","0.2","0","0.2","0","0"
"Hoyos","Cáceres","12.6 (15:50)","1.9 (05:50)","7.3","18 (03:20)","9 (16:20)","0","0","0","0","0"
"Zarza La Mayor","Cáceres","12.7 (16:00)","3.0 (08:00)","7.8","29 (11:50)","18 (11:30)","0","0","0","0","0"
"Valverde del Fresno","Cáceres","13.1 (15:50)","0.2 (06:50)","6.7","21 (16:20)","13 (17:10)","0","0","0","0","0"
"Aliseda","Cáceres","13.0 (15:40)","0.3 (06:50)","6.7","26 (13:10)","17 (12:00)","0","0","0","0","0"
"Brozas","Cáceres","11.7 (16:20)","3.4 (09:00)","7.5","43 (11:00)","31 (12:00)","0","0","0","0","0"
"Valencia de Alcántara","Cáceres","11.8 (15:30)","1.3 (03:50)","6.6","25 (11:40)","17 (11:50)","0","0","0","0","0"
"Ossa de Montiel","Albacete","9.9 (13:50)","1.2 (02:30)","5.5","32 (14:40)","16 (15:40)","0","0","0","0","0"
"Alcázar del Rey","Cuenca","","","","","","","0","","0","0"
"Quintanar de la Orden","Toledo","10.9 (14:50)","3.6 (08:40)","7.2","27 (04:20)","12 (15:20)","0","0","0","0","0"
"Alcazar de San Juan","Ciudad Real","10.9 (14:50)","2.9 (08:50)","6.9","29 (12:50)","13 (14:10)","0","0","0","0","0"
"Madridejos","Toledo","10.1 (16:50)","-3.5 (09:00)","3.3","43 (12:00)","25 (18:00)","0.2","0","0.2","0","0"
"Abia de Obispalia","Cuenca","7.4 (14:00)","-2.4 (05:00)","2.5","30 (12:40)","18 (12:40)","0","0","0","0","0"
"Villares del Saz","Cuenca","8.1 (14:20)","0.4 (01:30)","4.3","","","0","0","0","0","0"
"Alberca de Zancara","Cuenca","9.4 (16:40)","1.4 (00:10)","5.4","30 (13:40)","13 (13:40)","0","0","0","0","0"
"San Clemente","Cuenca","9.2 (12:50)","0.5 (08:40)","4.8","37 (12:00)","23 (16:00)","0","0","0","0","0"
"Villarrobledo","Albacete","9.8 (17:40)","0.8 (01:30)","5.3","39 (14:10)","21 (14:20)","0","0","0","0","0"
"Osa de la Vega","Cuenca","8.7 (14:20)","1.1 (09:10)","4.9","34 (12:40)","21 (13:10)","0","0","0","0","0"
"Belmonte","Cuenca","9.3 (13:20)","3.3 (07:50)","6.3","32 (12:40)","18 (13:30)","0","0","0","0","0"
"Munera","Albacete","8.6 (16:10)","-0.5 (07:40)","4.1","28 (21:30)","13 (12:40)","0","0","0","0","0"
"Tomelloso","Ciudad Real","11.1 (15:30)","-1.4 (05:00)","4.9","37 (13:00)","27 (16:30)","0.2","0","0.2","0","0"
"Ciudad Real","Ciudad Real","10.9 (15:40)","-1.3 (08:30)","4.8","23 (16:10)","10 (10:50)","0","0","0","0","0"
"Villanueva de los Infantes","Ciudad Real","11.7 (16:00)","-1.8 (08:00)","4.9","23 (20:20)","16 (22:50)","0","0","0","0","0"
"Valdepeñas","Ciudad Real","11.5 (16:00)","-0.8 (06:10)","5.3","22 (08:20)","15 (22:50)","0","0","0","0","0"
"Viso del Marqués","Ciudad Real","11.0 (16:00)","-1.7 (08:00)","4.6","18 (06:10)","15 (06:10)","0","0","0","0","0"
"Abenójar","Ciudad Real","11.4 (15:50)","0.0 (09:00)","5.7","34 (02:50)","24 (02:50)","0","0","0","0","0"
"Puebla de Don Rodrigo","Ciudad Real","13.4 (15:10)","-3.4 (08:30)","5","4 (15:30)","1 (16:30)","0","0","0","0","0"
"Puerto Rey","Cáceres","10.6 (15:10)","-0.9 (08:50)","4.9","","","0","0","0","0","0"
"Herrera del Duque","Badajoz","14.2 (16:20)","-0.5 (07:50)","6.8","21 (20:30)","12 (20:30)","0","0","0","0","0"
"Guadalupe","Cáceres","12.1 (15:30)","0.5 (08:40)","6.3","26 (23:20)","9 (14:50)","0","0","0","0","0"
"Peraleda del Zaucejo","Badajoz","12.0 (16:20)","-0.8 (03:10)","5.6","17 (16:50)","13 (16:10)","0","0","0","0","0"
"Valsequillo","Córdoba","12.7 (16:10)","-1.4 (05:20)","5.6","23 (16:30)","13 (15:40)","0","0","0","0","0"
"Hinojosa del Duque","Córdoba","13.4 (16:30)","-1.0 (06:00)","6.2","18 (19:20)","11 (10:20)","0","0","0","0","0"
"Almadén","Ciudad Real","15.2 (15:00)","2.2 (08:50)","8.7","21 (17:30)","10 (17:30)","0","0","0","0","0"
"Castuera","Badajoz","12.5 (16:40)","2.1 (08:40)","7.3","26 (14:40)","20 (14:50)","0","0","0","0","0"
"Cañamero","Cáceres","11.8 (16:00)","2.6 (08:40)","7.2","27 (11:20)","13 (10:50)","0","0","0","0","0"
"Navalvillar de Pela","Badajoz","13.9 (16:30)","2.0 (08:10)","7.9","18 (13:00)","11 (09:10)","0","0","0","0","0"
"Zorita","Cáceres","13.0 (16:10)","4.7 (05:40)","8.8","35 (10:40)","24 (10:40)","0","0","0","0","0"
"Don Benito","Badajoz","14.4 (16:50)","3.2 (09:10)","8.8","21 (12:00)","11 (22:10)","0","0","0","0","0"
"Llerena","Badajoz","12.8 (15:40)","4.6 (03:10)","8.7","31 (07:10)","23 (09:10)","0","0","0","0","0"
"Villafranca de los Barros","Badajoz","14.2 (16:00)","2.2 (23:59)","8.2","30 (14:50)","20 (13:20)","0","0","0","0","0"
"Mérida","Badajoz","14.4 (15:10)","2.4 (08:50)","8.4","24 (15:30)","15 (15:30)","0","0","0","0","0"
"Alcuescar","Cáceres","13.3 (16:00)","3.2 (09:10)","8.3","26 (15:10)","16 (03:50)","0","0","0","0","0"
"Zafra","Badajoz","15.1 (16:30)","1.1 (05:00)","8.1","23 (15:40)","12 (16:00)","0","0","0","0","0"
"Almendralejo","Badajoz","13.6 (15:30)","2.2 (08:40)","7.9","28 (16:40)","19 (15:40)","0","0","0","0","0"
"Badajoz Aeropuerto","Badajoz","14.9 (15:50)","1.4 (08:50)","8.1","29 (15:40)","21 (13:30)","0","0","0","0","0"
"Alburquerque","Badajoz","14.6 (15:30)","1.2 (07:20)","7.9","23 (13:10)","12 (14:10)","0","0","0","0","0"
"Puebla de Obando","Badajoz","13.6 (16:00)","3.1 (06:50)","8.4","20 (15:00)","14 (12:50)","0","0","0","0","0"
"Badajoz","Badajoz","15.4 (16:00)","2.7 (05:10)","9","25 (16:20)","12 (12:20)","0","0","0","0","0"
"Olivenza","Badajoz","13.8 (14:50)","0.9 (08:50)","7.4","33 (13:10)","24 (14:00)","0","0","0","0","0"
"Alconchel","Badajoz","15.2 (16:30)","3.9 (09:20)","9.5","24 (16:40)","16 (16:40)","0","0","0","0","0"
"Barcarrota","Badajoz","16.0 (15:20)","3.4 (05:40)","9.7","19 (16:30)","12 (10:30)","0","0","0","0","0"
"Villanueva del Fresno","Badajoz","16.5 (15:50)","4.2 (08:40)","10.3","21 (20:10)","15 (23:40)","0","0","0","0","0"
"Monesterio","Badajoz","12.0 (14:40)","5.0 (06:00)","8.5","23 (12:00)","15 (06:20)","0","0","0","0","0"
"Fuente de Cantos","Badajoz","13.3 (15:50)","4.9 (04:50)","9.1","28 (10:30)","21 (06:10)","0","0","0","0","0"
"Jerez de los Caballeros","Badajoz","15.2 (15:50)","3.4 (05:10)","9.3","27 (19:30)","23 (19:30)","0","0","0","0","0"
"Fregenal de la Sierra","Badajoz","14.0 (14:30)","1.2 (03:40)","7.6","14 (15:50)","7 (16:00)","0","0","0","0","0"
"Aroche","Huelva","16.1 (17:00)","2.3 (07:20)","9.2","15 (14:00)","10 (17:20)","0","0","0","0","0"
"El Granado","Huelva","15.7 (14:40)","5.7 (07:30)","10.7","","","0","0","0","0","0"
"Ayamonte","Huelva","18.1 (15:10)","7.0 (06:10)","12.6","15 (15:30)","8 (15:30)","0.3","0","0","0","0.3"
"Cartaya","Huelva","16.8 (14:30)","7.8 (00:00)","12.3","18 (12:20)","9 (12:20)","0.8","0","0","0","0.8"
"Alajar","Huelva","14.3 (14:30)","6.3 (08:10)","10.3","23 (12:10)","12 (11:40)","0","0","0","0","0"
"Valverde del Camino","Huelva","14.5 (13:50)","8.6 (07:30)","11.6","","","0","0","0","0","0"
"El Cerro de Andévalo","Huelva","16.8 (15:40)","9.0 (08:30)","12.9","","","0","0","0","0","0"
"Alosno, Tharsis","Huelva","15.2 (14:50)","8.3 (06:50)","11.8","17 (12:10)","12 (12:20)","0","0","0","0","0"
"El Campillo","Huelva","12.7 (13:30)","7.6 (03:30)","10.1","25 (07:30)","14 (06:30)","0","0","0","0","0"
"Villarrasa","Huelva","14.8 (14:30)","9.4 (04:40)","12.1","21 (12:10)","12 (11:30)","0","0","0","0","0"
"Huelva, Ronda Este","Huelva","17.6 (15:00)","8.9 (06:10)","13.3","27 (16:50)","16 (17:00)","1.6","0","0","0","1.6"
"Ceuta","Ceuta","13.8 (17:30)","12.2 (22:30)","13","44 (16:50)","26 (17:20)","0","0","0","0","0"
"Cazorla","Jaén","12.3 (15:50)","2.3 (08:40)","7.3","","","0","0","0","0","0"
"Baza","Granada","13.6 (14:50)","-1.3 (05:00)","6.2","30 (16:20)","18 (16:20)","0","0","0","0","0"
"Vélez Blanco - Topares","Almería","5.0 (13:50)","-0.4 (08:20)","2.3","","","0","0","0","0","0"
"Dólar","Granada","7.9 (14:10)","-0.1 (08:30)","3.9","44 (12:40)","30 (12:40)","0","0","0","0","0"
"Baeza","Jaén","13.3 (15:20)","3.7 (06:50)","8.5","30 (10:10)","13 (07:20)","0","0","0","0","0"
"Torres","Jaén","11.0 (15:30)","2.6 (08:40)","6.8","","","0","0","0","0","0"
"Arroyo del Ojanco","Jaén","15.0 (16:20)","1.1 (09:10)","8.1","","","0","0","0","0","0"
"Villanueva del Arzobispo","Jaén","14.6 (17:10)","0.2 (08:40)","7.4","20 (21:30)","8 (20:20)","0","0","0","0","0"
"Santa Elena","Jaén","10.7 (16:20)","1.8 (08:30)","6.2","15 (14:50)","8 (14:40)","0","0","0","0","0"
"Jaén","Jaén","13.9 (15:00)","7.0 (06:00)","10.4","37 (00:50)","20 (02:20)","0","0","0","0","0"
"Linares","Jaén","13.6 (16:10)","4.9 (07:50)","9.3","22 (21:40)","9 (20:50)","0","0","0","0","0"
"Bailén","Jaén","17.4 (16:00)","5.2 (08:50)","11.3","22 (15:10)","12 (23:00)","0","0","0","0","0"
"Andújar","Jaén","16.2 (15:50)","0.2 (06:00)","8.2","23 (12:30)","13 (11:40)","0","0","0","0","0"
"Puertollano","Ciudad Real","12.2 (14:30)","-1.8 (07:20)","5.2","23 (14:20)","13 (17:50)","0","0","0","0","0"
"Fuencaliente","Ciudad Real","13.7 (16:30)","-0.8 (08:10)","6.4","19 (13:50)","12 (13:10)","0","0","0","0","0"
"Cardeña","Córdoba","13.6 (14:40)","3.0 (06:10)","8.3","","","0","0","0","0","0"
"Montoro","Córdoba","","","","","","","0","0","0",""
"Villanueva de Córdoba","Córdoba","13.3 (15:30)","3.0 (06:30)","8.2","28 (07:30)","11 (10:20)","0","0","0","0","0"
"Córdoba, Embalse de Guadanuño","Córdoba","14.3 (15:10)","2.0 (05:20)","8.2","18 (12:10)","9 (12:10)","0","0","0","0","0"
"Córdoba Aeropuerto","Córdoba","16.2 (16:40)","4.7 (03:30)","10.5","33 (11:20)","25 (11:20)","0","0","0","0","0"
"Alcalá La Real","Jaén","11.9 (15:40)","3.7 (06:30)","7.8","25 (12:30)","11 (12:30)","0","0","0","0","0"
"Priego de Córdoba","Córdoba","13.7 (14:20)","5.6 (23:50)","9.6","13 (16:30)","8 (14:30)","0","0","0","0","0"
"Doña Mencía","Córdoba","13.3 (14:50)","6.5 (03:50)","9.9","18 (01:10)","14 (01:20)","0","0","0","0","0"
"Córdoba, Prágdena","Córdoba","15.5 (16:10)","4.8 (03:40)","10.2","22 (11:20)","17 (11:20)","0","0","0","0","0"
"Espiel","Córdoba","14.5 (15:40)","-0.3 (05:20)","7.1","18 (12:50)","10 (12:50)","0","0","0","0","0"
"Fuente Palmera","Córdoba","15.5 (16:20)","6.0 (08:10)","10.8","34 (11:10)","20 (11:10)","0","0","0","0","0"
"Azuaga","Badajoz","13.5 (15:50)","3.6 (04:30)","8.5","25 (12:50)","15 (12:50)","0","0","0","0","0"
"Granada Base Aérea","Granada","","","","22 (20:30)","17 (18:00)","0","0","0","0","0"
"Víznar","Granada","7.2 (16:20)","0.4 (02:30)","3.8","","13 (15:40)","0","0","0","0","0"
"Granada-Cartuja","Granada","14.3 (16:10)","3.5 (08:10)","8.9","11 (03:40)","5 (16:20)","0","0","0","0","0"
"Sierra Nevada 'Radiotelescopio'","Granada","-0.5 (14:10)","-3.5 (07:30)","-2","27 (09:10)","24 (09:10)","","","","",""
"Granada Aeropuerto","Granada","14.1 (16:00)","2.2 (03:30)","8.2","21 (18:40)","13 (19:10)","0","0","0","0","0"
"Loja","Granada","13.7 (16:10)","4.8 (06:20)","9.3","19 (09:40)","10 (09:40)","","","","",""
"Benamejí","Córdoba","13.6 (15:40)","7.5 (06:10)","10.6","29 (19:30)","19 (19:30)","0","0","0","0","0"
"La Roda de Andalucía","Sevilla","12.6 (16:30)","8.8 (01:40)","10.7","38 (00:40)","20 (00:30)","0","0","0","0","0"
"Lora de Estepa","Sevilla","11.7 (17:00)","8.8 (03:50)","10.3","","","0","0","0","0","0"
"Aguilar de la Frontera","Córdoba","14.4 (14:50)","7.0 (08:50)","10.7","20 (04:20)","13 (04:20)","0","0","0","0","0"
"La Rambla","Córdoba","15.8 (16:50)","5.3 (22:50)","10.6","26 (09:50)","17 (09:50)","0","0","0","0","0"
"Écija","Sevilla","15.5 (16:20)","8.2 (09:00)","11.8","20 (16:30)","15 (16:30)","0","0","0","0","0"
"La Puebla de los Infantes","Sevilla","15.1 (16:00)","2.3 (03:00)","8.7","27 (13:20)","18 (13:20)","0","0","0","0","0"
"Fuentes de Andalucía","Sevilla","14.0 (15:40)","7.8 (08:30)","10.9","29 (15:50)","17 (14:30)","0","0","0","0","0"
"Carmona","Sevilla","14.5 (16:30)","8.5 (09:00)","11.5","37 (09:30)","22 (11:40)","0","0","0","0","0"
"Cazalla de la Sierra","Sevilla","14.0 (15:10)","4.9 (21:40)","9.5","26 (12:00)","14 (12:00)","0","0","0","0","0"
"Guadalcanal","Sevilla","13.4 (14:30)","4.3 (02:50)","8.8","23 (14:40)","13 (14:00)","0","0","0","0","0"
"Almadén de la Plata","Sevilla","12.3 (14:40)","5.4 (05:30)","8.9","24 (13:00)","12 (11:20)","0","0","0","0","0"
"Cala","Huelva","13.5 (14:10)","4.5 (06:50)","9","18 (14:40)","11 (11:50)","0","0","0","0","0"
"Sevilla Aeropuerto","Sevilla","15.2 (15:00)","7.3 (02:30)","11.3","30 (08:30)","23 (09:10)","0.3","0","0.2","0.1","0"
"Tomares, Zaudín","Sevilla","14.4 (16:00)","8.5 (07:50)","11.4","19 (13:40)","8 (15:40)","0","0","0","0","0"
"Sevilla, Tablada","Sevilla","16.0 (16:00)","8.7 (03:00)","12.3","18 (16:30)","9 (14:00)","0","0","0","0","0"
"Morón de la Frontera","Sevilla","","","","22 (21:40)","16 (21:30)","0","0","0","0","0"
"Carrión de los Céspedes","Sevilla","13.9 (15:40)","8.9 (07:10)","11.4","24 (11:30)","14 (12:00)","0","0","0","0","0"
"Almonte","Huelva","14.8 (13:20)","6.9 (04:10)","10.9","23 (14:30)","16 (14:30)","3","0","0","2.8","0.2"
"Moguer, El Arenosillo","Huelva","15.3 (13:50)","8.4 (05:50)","11.8","21 (17:00)","15 (17:00)","7.9","0","0","3.5","4.4"
"Las Cabezas de San Juan","Sevilla","14.5 (14:00)","8.8 (07:40)","11.7","30 (01:40)","17 (01:40)","0.4","0","0","0.4","0"
"Chipiona","Cádiz","13.6 (00:00)","9.0 (04:20)","11.3","37 (00:20)","22 (00:20)","0","0","0","0","0"
